name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-70,70-90,90-110,110-130,130-150,150-170,170-190,190-210,210-230,230-250,250-270,270-290,290-310,310-330,330-350,350-370,370-390
D6d0S1-F0d03-Vc15-MJ001-K01,1,0.03,15.0,J001,1,42.8019334807269,14.527599598418698,26.5221685321209,4.64039547270511,3.8545452723053395,24041233.15365917,264838447.1103553,106847830.06909399,37075074.53605785,5150379.306031293,40954274.38430182,1096453.8964089178,4230975.268047932,2539863.0964942067,2639022.24799682,1957502.00515699,1989969.1779227846,1626450.3471718782,2249598.861394749,1750937.540320817,1059498.4177931943,1302316.1232751082
D6d0S1-F0d03-Vc15-MJ002-K01,1,0.03,15.0,J002,1,44.3363767950896,16.0620429127815,29.5740000377918,4.81462188157867,4.01599940517589,37819870.78242204,232354998.3645244,174106570.09974548,26795918.77203872,6413095.690050498,82459637.59995198,1076967.1726038991,4347756.986927088,4137839.150292796,1479146.0893330313,2071454.4118085143,1689749.4662582106,1437466.7632415674,1502401.8819472946,1800493.3928500738,1376083.1712843818,1067811.2356671698
D6d0S1-F0d03-Vc15-MJ003-K02,1,0.03,15.0,J003,2,42.690253484845705,14.415919602537599,24.181551194993897,4.291056648455649,3.82159082078025,28043927.978070885,95799045.46946643,217667329.85640067,27701627.29467224,6562248.312474444,94807011.69148158,1073946.8046022248,5394613.392455249,4333511.535720636,1647913.4038384538,2316309.1908516297,2277605.1850521145,2022131.8646068743,2245316.1814346737,2111845.237203561,1167650.6321170572,1003632.5184646505
D6d0S1-F0d03-Vc15-MJ004-K02,1,0.03,15.0,J004,2,41.969658378047,13.6953244957389,29.9096312261482,4.3642423781768,3.70734747730452,26398230.459235184,32791208.172023945,138326424.47580573,19551948.43187928,5248513.600267186,42151639.83299037,1048178.3016208028,3281237.865359164,4931886.142401481,1882309.7886512345,1852628.1397753512,1894740.3276571813,2072782.9322223985,1887260.112463443,1812555.6960414324,1733545.0298733138,1437764.61917581
D6d0S1-F0d03-Vc15-MJ005-K03,1,0.03,15.0,J005,3,41.0671001256123,12.7927662433042,28.4139676805612,4.476722991121268,3.74299560080167,22616517.70202524,43916940.105352014,184116642.6016232,24873565.03606633,7872003.39212312,53442806.91436356,1666956.0653976481,5038769.781904402,6978952.321019578,2434812.90353694,2560132.8539767982,2667357.665768444,1898732.3727195687,2191813.705604982,2241987.48440816,1429491.2632156531,1213123.9589359085
D6d0S1-F0d03-Vc15-MJ006-K03,1,0.03,15.0,J006,3,40.2346883932399,11.960354510931802,25.898978281050702,4.36188973805906,3.7490041648297594,34742328.10947016,130842833.52866152,184490683.4573501,22928231.08306824,9336924.320111893,47400930.27917161,1666717.6130690281,4385323.103099797,7115194.623619038,1837229.4357970809,1989314.9340132512,2049188.4118961173,2462180.680121533,2653837.017820249,1980921.4297769943,1698429.553941314,903822.7169504664
D6d0S1-F0d03-Vc15-MJ007-K04,1,0.03,15.0,J007,4,45.539710220088104,17.265376337779998,31.8055139170376,5.05137252329444,4.02364977550171,29712133.88666832,84133999.80449617,194303448.5606425,20847907.27930567,8468783.954928294,53475328.40901233,1959789.8584688918,5045539.373122933,8666979.476254435,2039337.1492147304,1976431.826012815,1966672.899910744,1535720.7049063984,1852552.122100504,1918553.01607186,1594285.360128758,1067302.2689249087
D6d0S1-F0d03-Vc15-MJ008-K04,1,0.03,15.0,J008,4,46.632752390804995,18.3584185084968,29.0734647124996,5.12325690735867,4.09401931718558,36495850.48809631,91117954.32408276,157005961.3058783,17609647.53420467,8649867.211086934,43126845.60571387,1700408.6161580128,4115216.3930232064,7529468.4702316765,1927438.3351648697,1962697.3517305232,1516667.1435492437,1391811.7078515314,1220903.6252841104,1461490.0039277226,887202.3050619984,866877.1722933367
D6d0S1-F0d03-Vc15-MJ009-K05,1,0.03,15.0,J009,5,44.1888264079685,15.9144925256604,28.26070204710249,4.85054104348816,3.9923769645953695,41256697.66772544,150080778.00828883,165476530.57329857,24169600.07076913,7349464.132625425,49447718.23042272,2532235.133489207,4841101.704285004,7118674.490628198,2137084.8985184245,1921235.6930967148,1891810.869466424,1251436.9428342741,1318427.8628889124,1236449.6280288426,1288615.272960995,1142423.8394678456
D6d0S1-F0d03-Vc15-MJ010-K05,1,0.03,15.0,J010,5,41.2981287732539,13.023794890945801,25.5536031757063,4.29919536075608,3.81016247818873,39134225.10395191,183001731.92856303,142221797.93853983,18265040.228926133,8027501.629984809,44219247.02130639,1880993.338737462,4731290.47340315,6749534.505142104,1824016.14733714,2103418.8709761747,1735278.3473981328,1164648.5317836541,1807555.253449188,2085010.33545134,1470434.560287588,926365.3774381884
D6d0S1-F0d03-Vc30-MJ001-K01,1,0.03,30.0,J001,1,42.6726746799839,14.3983407976758,24.5629221868324,4.468104241955629,3.9112406058108102,76032760.34377599,689975083.581375,173758169.81405544,60450816.30179069,22471484.391566075,65894173.73876005,1523239.352037061,4068045.617043408,7741291.067448539,2172266.089283457,2812034.9979026667,1596802.5095179712,1126988.4416491934,1302332.3478228396,1369521.0759934585,1439826.9285753104,1129725.662447103
D6d0S1-F0d03-Vc30-MJ002-K01,1,0.03,30.0,J002,1,42.6447446135751,14.370410731266901,26.0460457427005,4.8606312566096195,3.8142388553326603,87943957.53248224,617664870.2582142,148431262.98884296,39716171.21495975,19158868.41829897,45198749.63618671,1635544.472516279,3577353.0269284225,9511534.724124277,1861488.6832627072,2900826.8584453394,2148771.847636994,2272169.306115179,2235401.239837176,1564006.4642741315,1156579.3865440856,858901.1159845139
D6d0S1-F0d03-Vc30-MJ003-K02,1,0.03,30.0,J003,2,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706,71414023.66424116,465083584.6183666,141910299.04858533,30478354.57026036,17038326.588142652,36185414.81368013,1717422.2067534656,3264411.7298979126,10642939.05047598,1483131.2640768234,2821340.1587320683,1789751.9717961403,2252780.873144582,2451862.416943356,1851109.157333458,2159077.88999792,1125384.1627681572
D6d0S1-F0d03-Vc30-MJ004-K02,1,0.03,30.0,J004,2,45.47155232969961,17.1972184473914,34.054660287988604,5.22233487564496,3.97420710772495,72510370.88514584,524632533.5766536,151166854.01395774,38849670.49848761,17372405.3892176,39501886.23623302,1901081.1276976955,3909600.483030067,11721982.687283527,1360884.3617378066,2344913.1112790788,1562454.1147134115,1217592.1165670177,2101196.2099135527,1809004.6378838487,1300258.8855996104,1562940.2201923283
D6d0S1-F0d03-Vc30-MJ005-K03,1,0.03,30.0,J005,3,40.93006557816079,12.6557316958526,27.246460583296198,4.74536185611085,3.8996471311245298,77716983.41282806,672650723.486481,166761123.84368005,41333708.90602173,20462034.48938104,38991572.84460767,2115057.1681909016,3906189.8890624274,10281287.197571043,1748382.697582979,2832671.445622282,2344388.0366378874,2234393.071514315,2375281.411990864,2658225.0580067574,2643066.9613767792,1644985.418582679
D6d0S1-F0d03-Vc30-MJ006-K03,1,0.03,30.0,J006,3,40.471959021811294,12.1976251395031,33.729316722282704,4.89987777675259,3.8791090675837694,84170397.58297652,709026484.5385689,172312668.2679415,40024590.91621632,18371493.56376197,35620836.89273401,2322749.0552987168,4658648.881898236,10944909.730078427,1757438.1275421588,3283708.84817428,2464611.6780364662,1703006.1581778282,2123554.271797396,2523820.9445124203,1884761.5346848462,1125017.6516634382
D6d0S1-F0d03-Vc30-MJ007-K04,1,0.03,30.0,J007,4,43.221153572468396,14.946819690160199,27.3566548701692,4.83295911803986,3.92606283714688,84394831.4261307,503275468.1157192,133639125.41758849,38935780.95905884,21027034.78433014,23221124.797064416,2607475.8491070475,5650495.376384519,14688743.437086593,1774333.7054527018,3466247.418026368,1792564.4381376586,2170914.8198559075,1651834.6156224452,1454981.999032391,2104633.9308641544,819363.2690040101
D6d0S1-F0d03-Vc30-MJ008-K04,1,0.03,30.0,J008,4,41.0140034658587,12.739669583550501,25.385757245084896,4.4554970843967805,3.7715576989105295,74376889.62112924,485032473.3534132,115682435.16494754,35729064.11383144,18636130.31722932,23431948.73409106,2700989.414182829,5430753.694461657,14524187.248382552,1775221.390451127,3357000.8187224474,1887560.2367502938,1142099.2324423557,1329511.929493401,974805.0719017341,1285748.1270583617,1074313.3562469902
