name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-80,80-110,110-140,140-170,170-200,200-230,230-260,260-290,290-320,320-350,350-380,380-400
D6d0S1-F0d03-Vc30-MJ001-K01,1,0.03,30.0,J001,1,42.6726746799839,14.3983407976758,24.5629221868324,4.468104241955629,3.9112406058108102,478629927.4765458,461817036.57882303,61719916.69092248,87098434.00433025,4158663.5892832926,9173329.12203574,4241540.471497335,2327790.8210751475,1651636.9138667625,2140133.032470398,1802636.6527635376,1010783.325729722
D6d0S1-F0d03-Vc30-MJ002-K01,1,0.03,30.0,J002,1,42.6447446135751,14.370410731266901,26.0460457427005,4.8606312566096195,3.8142388553326603,501316997.89339465,354336371.15237653,40616385.90640546,63445347.1620985,3831453.0427574962,10879418.684570573,3659620.020134714,3199627.196577038,2951488.3216056637,3117468.637555964,1446017.6871856337,783323.5991153666
D6d0S1-F0d03-Vc30-MJ003-K02,1,0.03,30.0,J003,2,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706,373022170.5353154,306327763.387416,31299873.96263488,52402956.34852462,3658481.740797197,11950957.480804235,3082216.8522247733,2980530.2894574236,2877719.00551573,3676699.0691668936,2601585.43578162,988784.37789781
D6d0S1-F0d03-Vc30-MJ004-K02,1,0.03,30.0,J004,2,45.47155232969961,17.1972184473914,34.054660287988604,5.22233487564496,3.97420710772495,419775200.1573824,329272433.23858625,39676800.28772539,56048302.60408532,4349998.079894251,13161746.800281584,3174107.507879596,2064297.9781598041,1797227.0528447602,3311995.7321928125,1561037.565012009,1574946.8700144566
D6d0S1-F0d03-Vc30-MJ005-K03,1,0.03,30.0,J005,3,40.93006557816079,12.6557316958526,27.246460583296198,4.74536185611085,3.8996471311245298,544999350.6296782,372259017.6780927,42226001.52012568,58571503.26630006,4322847.077228873,11946241.193957768,3572610.7702331906,3322148.9103137427,2831789.3888933687,4453740.090965471,3068637.8714331607,1565596.2536102403
D6d0S1-F0d03-Vc30-MJ006-K03,1,0.03,30.0,J006,3,40.471959021811294,12.1976251395031,33.729316722282704,4.89987777675259,3.8791090675837694,599126397.7905142,367998722.42035466,40944209.41921071,53057919.74639904,5111451.065310923,12778699.047014268,3874551.638132741,3632298.033195602,2602816.6069564945,3745689.5171888913,2484428.0733631854,867898.3257836393
D6d0S1-F0d03-Vc30-MJ007-K04,1,0.03,30.0,J007,4,43.221153572468396,14.946819690160199,27.3566548701692,4.83295911803986,3.92606283714688,350070247.1207239,371420823.102319,39684423.02431398,43503215.97875932,5913689.744373257,16998635.86541904,4184722.32305814,2823520.672049321,2741324.100204295,2517963.684973044,2469711.2522830656,619233.8354985166
D6d0S1-F0d03-Vc30-MJ008-K04,1,0.03,30.0,J008,4,41.0140034658587,12.739669583550501,25.385757245084896,4.4554970843967805,3.7715576989105295,356251260.1585057,319315176.2831531,36468669.028917015,41337655.97004201,5943639.83779923,16694533.98604528,4145350.9632820124,2827744.0312651773,1476360.2584984354,1950106.268989366,1487795.0981356166,1026008.9226711512
D6d0S1-F0d03-Vc30-MJ009-K05,1,0.03,30.0,J009,5,40.834440842880795,12.5601069605726,26.46450318526761,4.4077213343511525,3.739319965652721,442418737.442492,381896746.35143787,36720978.95785699,49260222.64340971,5116321.408198651,14332337.57014689,4315102.313847018,3206076.9121177006,2069270.9087328103,3342936.2323036836,2492798.591148114,1068336.4880000295
D6d0S1-F0d03-Vc30-MJ010-K05,1,0.03,30.0,J010,5,41.0172345951987,12.742900712890599,25.354097759478197,4.4183766928899,3.78047095991064,615765937.5346104,393802372.4651247,37107089.99922585,48003146.56319845,5223723.027209568,14190366.59776762,3996014.209410548,2699705.9427528293,2010596.5798667318,3070541.1512434813,1477300.4814582919,1220797.8186813614
D6d0S1-F0d03-Vc45-MJ001-K01,1,0.03,45.0,J001,1,42.6475766237093,14.3732427414011,24.4666662185016,4.53085753694069,3.8273100265205096,683695521.4018955,667580606.6202857,58524920.99582679,95098912.05123106,3504758.028042448,15130498.68434086,4812314.217497741,3423622.0220788755,2207637.1460314584,4294526.475343179,1588922.4538484726,1252385.257664175
D6d0S1-F0d03-Vc45-MJ002-K01,1,0.03,45.0,J002,1,46.298880340639705,18.02454645833161,25.856006408997306,4.78345035281771,4.08929883253317,858529311.9615892,451741403.4320416,49335104.42995372,85961608.39691676,3193729.5846214225,15180842.589942725,4712754.518907356,3168498.4655964463,1940556.684707546,2139648.923640908,2077283.0526798181,1410718.3966900548
D6d0S1-F0d03-Vc45-MJ003-K02,1,0.03,45.0,J003,2,45.2094010461977,16.9350671638896,25.8354230186762,4.68958878531853,4.06105327761124,797486039.0118372,460332127.2276697,46908269.51986413,77535593.0251147,2866870.8026142768,13999909.922111075,3957024.847484122,2470664.8410002184,2135287.843181766,3045222.1461199736,1139007.3170886692,1220420.106052869
D6d0S1-F0d03-Vc45-MJ004-K02,1,0.03,45.0,J004,2,40.726827138318,12.4524932560099,25.759899746164198,5.044124137276951,3.86531885294881,908402689.4137137,357353196.116249,42843743.14968972,73189167.32676198,3100463.410877066,15375675.323519867,4045893.7726041526,3044755.033682983,1481179.4370794324,3111654.748301705,1526706.5882042826,1731024.2769852683
D6d0S1-F0d03-Vc45-MJ005-K03,1,0.03,45.0,J005,3,41.5754535575766,13.3011196752684,23.236567558252002,4.64922922401726,3.8587877094201297,955387818.6882486,474856910.28772205,50013450.07081552,73117392.45031315,3227560.488953276,16535849.620473985,4608290.020222236,3328514.9568170686,2399626.673612898,3876352.129713135,2502773.413223023,773449.9767128217
D6d0S1-F0d03-Vc45-MJ006-K03,1,0.03,45.0,J006,3,41.124855171641606,12.850521289333502,28.8551335109334,4.91514448773795,3.89758161867807,1334220968.791142,472211891.4342083,54311432.91140898,71197311.37029241,5643138.894741178,21750491.296159446,9747547.812815923,5194333.283356331,3154342.0977546107,3483182.8494109423,1955462.14217804,1002218.8655738592
D6d0S1-F0d03-Vc45-MJ007-K04,1,0.03,45.0,J007,4,44.551887489075,16.2775536067668,26.299550691014105,4.718710174023951,3.8964094941416203,1168844246.9645092,454245762.36916935,60836691.76950298,73210686.20630144,6027860.180057502,22787549.51207716,9885059.034397306,4064434.002757644,2090343.5532249145,3788373.9123360654,1061748.1459331994,1309936.9799425313
D6d0S1-F0d03-Vc45-MJ008-K04,1,0.03,45.0,J008,4,46.14836719468021,17.874033312372,26.0286511517898,4.910684171798232,3.96694675841956,960108057.9328848,427521496.7782119,46210430.66006357,71186715.10607274,6714930.765061254,19422787.872968007,6821837.238225544,4237408.078603231,3547956.2355951006,5970973.7624775935,2451072.524555575,2397286.509076776
D6d0S1-F0d03-Vc45-MJ009-K05,1,0.03,45.0,J009,5,44.997688551365,16.7233546690569,26.8048611083007,4.941099678020518,3.97640233155236,1069915002.0221263,528021933.88338906,55793518.46349325,69117124.99707061,5306126.247878961,20187482.64568637,5782337.4152768785,2831073.130917021,1791873.806467647,2600195.8078267807,1406739.5397723026,651058.0013636999
D6d0S1-F0d03-Vc45-MJ010-K05,1,0.03,45.0,J010,5,45.291551723980206,17.0172178416721,26.2898767891187,4.7407994573167,3.9810504318171502,1116517927.4442072,572878024.4398777,69173857.8309841,73216637.88195251,8389239.694034921,29680193.41516497,14540978.85949077,6356133.3161680475,2842462.1752171237,3174380.762035065,1469712.6981225437,1424974.452332224
D6d0S1-F0d03-Vc60-MJ001-K01,1,0.03,60.0,J001,1,42.588187970412704,14.3138540881045,23.627520838903603,4.6556905578092005,3.92908144875826,737358534.8056103,694220220.7191738,62049722.29359514,38760087.51350351,4919154.066914145,8119439.94243975,7377037.9451052975,3147367.8703427413,1845427.7802562488,3318364.081250016,1722662.684118887,893350.2152152634
D6d0S1-F0d03-Vc60-MJ002-K01,1,0.03,60.0,J002,1,43.1635881092278,14.889254226919599,24.495767363653396,4.45675475731078,3.9288402422816002,552968482.7101382,451034718.59080696,40219750.876672015,42450565.30886436,4736630.487319733,9684912.172535677,6171807.325882208,3444101.034370763,1908932.10165128,2413224.370646316,2114270.644786283,991387.7101298536
D6d0S1-F0d03-Vc60-MJ003-K02,1,0.03,60.0,J003,2,46.5481622924193,18.2738284101111,25.0037926704664,4.64870392318248,4.00502156036967,679911967.7109175,390693947.7305853,40912781.4306473,42022939.57542563,4588609.998690021,10279244.289817156,5284682.63687061,2921205.0131077687,2125630.026797624,3390324.897259448,1628250.031096819,885896.4225212258
D6d0S1-F0d03-Vc60-MJ004-K02,1,0.03,60.0,J004,2,41.4147077354144,13.1403738531063,23.7105222279601,4.34397404000292,3.79396819707232,729315169.723583,391938456.5065914,26202989.18694511,39744330.58761144,4123176.92982034,9428569.097114325,4265838.737986132,2610355.3848897917,2091635.78218301,2726414.3600351056,1498443.6898909803,947372.32809335
D6d0S1-F0d03-Vc60-MJ005-K03,1,0.03,60.0,J005,3,42.858121718320795,14.5837878360127,25.59466933537849,4.7486316973749405,3.85563949814101,841379778.6328182,437760425.17192686,36723468.6738288,44674138.89134383,5528338.499510166,11103116.621449763,6655763.135492478,2796006.7372791395,2156280.3482012968,3014543.9594770977,2359563.5553976586,1297688.4912798444
D6d0S1-F0d03-Vc60-MJ006-K03,1,0.03,60.0,J006,3,38.5074002719611,10.233066389652901,26.4835111479677,4.48913253957949,3.6665068705899397,1155601998.7263927,531165268.7971836,43686049.42468359,42946259.9385315,5597265.355875272,11547150.029993013,6452883.13517865,3255132.9371377686,2018170.5836594752,3592785.066893507,2016281.7575807981,795126.5875197719
D6d0S1-F0d03-Vc60-MJ007-K04,1,0.03,60.0,J007,4,42.6396660669338,14.3653321846257,25.7070936260549,4.55711699744285,3.7911016814895295,822917527.9158009,527462413.4633477,39232015.47354218,46505631.24916753,7071973.414373991,18228115.476062946,10114328.697998194,6880744.879493721,3623557.725789938,8122180.579771765,4222274.166507427,1767228.4189362463
D6d0S1-F0d03-Vc60-MJ008-K04,1,0.03,60.0,J008,4,48.1632067027245,19.8888728204164,26.5925155043155,4.95093464365176,4.00159344853167,1021608384.0360533,588024277.417593,30452295.30607329,40240974.58448399,5533727.339031893,11222098.413995637,5261836.2932135435,2822225.5214167368,1941173.224531391,3051096.8595483075,1650516.36653131,953198.2286230904
D6d0S1-F0d03-Vc60-MJ009-K05,1,0.03,60.0,J009,5,43.09937466826921,14.825040785961098,24.847609058763197,4.41795329438129,3.8958695295094095,1195666932.0419688,524379308.0530021,61380165.71382112,51891803.58224504,9857814.313940853,30041429.89356667,21762686.520586327,11239920.907818004,3104583.3124660887,3131746.0802359562,1699932.5746967178,961882.777886243
D6d0S1-F0d03-Vc60-MJ010-K05,1,0.03,60.0,J010,5,46.003649040179006,17.72931515787089,28.4063779950811,5.190916534342518,4.037812929414169,1377525889.7053995,602175556.2189484,34936333.70818643,42186916.42984848,5761614.047446312,10909562.415452275,6361269.186736641,2561116.6276446665,2063084.5813072696,2030815.327472892,1366081.2126209277,635997.4444007694
D6d0S1-F0d06-Vc15-MJ001-K01,1,0.06,15.0,J001,1,42.8036432501761,14.529309367867901,24.5077962491485,4.6642408593459805,3.99240938208475,66754544.71109999,163007233.71148244,33193924.41954084,98912529.86204752,3665409.341637288,6817446.598544632,3786280.5560150286,2556775.7359163496,2549757.5501401024,3132097.5577677577,1677205.3536254275,937671.8233252469
D6d0S1-F0d06-Vc15-MJ002-K01,1,0.06,15.0,J002,1,39.9531068546443,11.6787729723361,23.738271676034106,4.5012094228517805,3.67966351849786,57004696.34329295,199189925.05883065,29272399.27708032,92827124.2469024,3902294.087592306,7000583.999233197,3850752.0946181295,2390124.6534578595,1603751.4535937088,3374772.528401674,1783414.4613745182,1348329.8837312108
D6d0S1-F0d06-Vc15-MJ003-K02,1,0.06,15.0,J003,2,40.7247461815275,12.4504122992193,23.22902166204,4.34693020134719,3.74030679411937,49628810.17770508,159471188.35093462,22166545.97803684,71325170.14971946,3432913.3835152825,7163567.629955388,3045304.453118492,2219840.9921672842,2256206.031616894,2394392.67256462,1747508.6524535657,986750.091934285
D6d0S1-F0d06-Vc15-MJ004-K02,1,0.06,15.0,J004,2,44.1385780321432,15.8642441498351,24.87332543060851,4.91079626878108,3.92807770547296,47116546.08960198,176657485.7856268,23163698.805323496,60683222.2371749,4360166.184903634,8217709.171655337,3314572.770073372,2003116.48777066,1966244.099932763,3712326.103196085,2089754.853502681,775833.9749889725
D6d0S1-F0d06-Vc15-MJ005-K03,1,0.06,15.0,J005,3,42.002226844921,13.7278929626128,26.733501026001395,4.70989770637651,3.79935212733842,164625314.9241635,209582903.3667114,27062842.42373893,61832073.95629103,4275609.906784614,8866350.505577102,3263109.748001022,3089718.6448504766,1740960.761260687,2023620.5007370648,2081538.1722383841,927881.6413751013
D6d0S1-F0d06-Vc15-MJ006-K03,1,0.06,15.0,J006,3,39.7895105566517,11.5151766743436,26.2063637738065,4.53259869841663,3.71293023879029,195379604.53330082,231407341.30762464,24466654.361543924,63590088.82666893,4053480.0685233404,8553528.833190233,3260720.14527719,2800494.4266957757,2467707.6207555933,2267488.596429319,2009012.30864087,892110.8610139138
D6d0S1-F0d06-Vc15-MJ007-K04,1,0.06,15.0,J007,4,40.969299760683796,12.6949658783757,26.8049425131843,5.115894678988241,3.8080849137428703,45935202.65045618,185749899.62761512,20237418.819968235,55898162.44424751,4177842.1966482564,10081006.734651664,3471803.8141477965,2069061.4639697887,1115710.9479754532,1599340.6011215847,678944.5645448024,400539.676050462
D6d0S1-F0d06-Vc15-MJ008-K04,1,0.06,15.0,J008,4,42.389068154358505,14.114734272050299,26.452503338044,4.79390617954413,3.8132740164299603,62069066.7935058,180023817.16582438,16702182.11596498,54618131.00240573,3985994.58051182,9070346.368740052,3065079.1810712614,2512960.3432827424,3409370.2911486183,3255221.8379658237,3345917.911848752,1432654.2809854706
D6d0S1-F0d06-Vc15-MJ009-K05,1,0.06,15.0,J009,5,44.4478209671,16.1734870847918,27.6665031726832,4.63419066345844,3.9102337301523,189755351.04667008,311997593.0836281,28895190.080666713,62253570.07460087,4468887.461227192,10833773.181714687,3317432.6251593707,2653990.20367425,2457864.098898262,3152582.8552286173,2388353.736191936,841266.8629073005
D6d0S1-F0d06-Vc15-MJ010-K05,1,0.06,15.0,J010,5,45.064636051504706,16.790302169196597,27.3012110517194,4.91139155913908,3.94661591739033,337128378.9829248,213813222.46436,18843236.39568172,49828766.54989886,3436611.2729489743,7904598.719486888,2726256.329140084,2369695.7907080497,1810897.7316283784,2858095.97815311,1673786.8466055691,1105393.6208771446
D6d0S1-F0d06-Vc30-MJ001-K01,1,0.06,30.0,J001,1,42.1050718391714,13.830737956863198,39.814092598832296,4.59495516357162,3.7839208760765,773362841.4187063,435159913.72894704,53904645.66329034,45471689.42173603,5361446.415796476,6486175.456419912,4154180.990275328,2684404.53674638,1828554.1567421337,2986750.843493432,1412085.3145667058,748119.642909558
D6d0S1-F0d06-Vc30-MJ002-K01,1,0.06,30.0,J002,1,44.0050775208232,15.730743638515,30.085334319734002,5.40571039098325,4.05659158177522,1061024237.7419436,409603030.7414153,44361238.76777626,65965997.47033726,4207381.283682581,12266118.803982908,3779566.8880773312,2977009.0418788544,3369494.604592362,3873950.0470948536,2791476.5035992684,1450446.923190599
D6d0S1-F0d06-Vc30-MJ003-K02,1,0.06,30.0,J003,2,40.9536778216593,12.679343939351199,25.41805049713311,4.43634033085588,3.81978927750557,416498434.881077,306972616.57713014,40452439.59312429,52612548.08428933,4999490.802702293,13227103.327437233,3371069.260513041,2291650.2810877543,1860145.6262951319,2999096.858315778,1400341.8791838372,1118975.2153908743
D6d0S1-F0d06-Vc30-MJ004-K02,1,0.06,30.0,J004,2,43.4006338942512,15.1263000119431,30.984063059261604,5.11690032898896,3.84612759645692,344875855.9052571,305962364.20135534,40863947.68962727,46967808.07265995,4845421.6222411385,12338152.911256082,3306774.51860564,2112259.0488226977,1972933.4025958555,2182671.1982512977,1447482.124921573,700959.6632986477
D6d0S1-F0d06-Vc30-MJ005-K03,1,0.06,30.0,J005,3,42.8030429078295,14.547756036928599,27.322160142592306,4.87848211297954,3.92902548838327,449167028.23475087,456042164.86491317,50202204.44443193,66550125.07717221,5187784.50721027,14342261.613131804,4493511.142489384,3169960.497155433,2774637.9661414926,2969345.301871607,2073055.185049716,1070633.1105952705
D6d0S1-F0d06-Vc30-MJ006-K03,1,0.06,30.0,J006,3,41.25342605260021,12.979092170292098,26.565791903703605,4.6660109590993475,3.81337336246503,844347738.4025557,412547630.9066549,37490133.45526631,52308101.49344753,5517674.6007880485,14425060.392138427,3684053.441451849,2427728.4936853456,2253119.322073867,2198348.497212164,1145552.0053038634,667187.3996184273
D6d0S1-F0d06-Vc30-MJ007-K04,1,0.06,30.0,J007,4,45.705315293013896,17.4309814107058,28.8544403857258,5.17280929197268,4.08830910617132,404235296.1188209,355157892.48142236,40546021.25278839,48897183.05318858,5429710.516951967,16121554.017113674,3851043.5263612512,2335586.105776549,1557110.9533138603,3136429.2188057113,2417935.892788157,1284897.5826462742
D6d0S1-F0d06-Vc30-MJ008-K04,1,0.06,30.0,J008,4,40.1214556555595,11.847121773251299,25.941155736223998,4.45389899174207,3.728768676859141,585359312.4633821,347080816.78495693,32493866.19482549,47158119.98568383,5810879.251880333,15564572.653814536,4068689.0407104082,3037345.4794110027,2529892.7023357423,2829135.738862735,837872.1193223784,508916.6543392815
D6d0S1-F0d06-Vc30-MJ009-K05,1,0.06,30.0,J009,5,43.457499448406296,15.183165566098099,25.6442527018158,4.747420546614519,3.8865158136772595,897566798.717275,413284666.9623388,34010997.720099725,49694733.50703372,5794009.924173255,14054490.428801712,4272026.606791366,2606722.822700824,1754608.3228263638,1372116.8675154287,1194893.1042941778,774685.6481817309
D6d0S1-F0d06-Vc30-MJ010-K05,1,0.06,30.0,J010,5,46.2683882511722,17.994054368864,27.253604966830697,5.22559742187522,4.04876688727687,773271850.2717537,398178152.61207056,30921136.147613075,47335141.78120416,5172628.73917982,12647303.052391747,3902892.986184841,2590814.854275506,2637702.968062396,2949959.2560139745,1765629.7297413175,1337494.0393723005
D6d0S1-F0d06-Vc45-MJ001-K01,1,0.06,45.0,J001,1,44.6285207139735,16.354186831665302,41.7790307899311,5.34254623946894,3.8872234551221503,1490130450.1867435,692498206.7841986,55585679.89873014,105188666.22118688,3385329.1580456533,15022294.84817672,4767217.6072813235,2918305.415762324,2157580.7974547315,1973075.8742983472,2085369.7623124763,723217.1169643714
D6d0S1-F0d06-Vc45-MJ002-K01,1,0.06,45.0,J002,1,42.202024205656,13.927690323348,36.7248058481616,4.95573919410198,3.79346041928342,841284011.6206713,477467730.1404277,51764338.10362884,96630415.49081786,2956691.3232740117,15269007.479408398,4821649.937817025,2499089.296393257,2497723.9569134032,4010839.7542894767,2265149.31163299,1037022.8654990912
D6d0S1-F0d06-Vc45-MJ003-K02,1,0.06,45.0,J003,2,42.3292726186479,14.0549387363398,25.125178798087106,4.58679823936146,3.8605457653049395,770796378.5390394,511621534.5092674,56521049.73564173,97152928.89524856,3804200.331732675,17132706.805238433,5480780.443360713,3458180.988033403,3290222.2985949144,4393297.784391914,2592157.4259341727,1429747.0246998353
D6d0S1-F0d06-Vc45-MJ004-K02,1,0.06,45.0,J004,2,41.2854656993178,13.011131817009597,33.3755433633986,4.6012153796357,3.8799086632538895,780695407.946413,431017958.6271313,41564050.11462885,57053922.63146512,3265261.6685475074,15791092.453203075,4219970.243969327,2777827.6935787764,1974208.837664727,3944633.122409124,2078830.8197352544,1055963.351148917
D6d0S1-F0d06-Vc45-MJ005-K03,1,0.06,45.0,J005,3,39.4537092093238,11.206161959929199,26.8695919432047,4.702077184799768,3.80255726623954,1098815618.127347,428413707.0081105,56757244.6986597,88120597.33919391,5368301.297442275,21006865.431513075,10916331.90413889,5614356.978579929,3379575.155543331,4393461.655757898,2028740.171997914,1458080.3920563303
D6d0S1-F0d06-Vc45-MJ006-K03,1,0.06,45.0,J006,3,38.1770012586316,9.90266737632344,25.009205882761,4.55735709972152,3.6547652292841,1177576810.3333561,451481832.1729211,47399260.43329808,70572126.60801241,4705558.269946286,17808052.114486244,6212317.910074992,3374816.3442430086,1927345.9912054772,2566111.6020021583,1933417.9895425087,730500.2534593791
D6d0S1-F0d06-Vc45-MJ007-K04,1,0.06,45.0,J007,4,46.729693986642,18.4553601043339,27.2573863736124,4.88695235551003,3.99838619256716,997264506.3518832,431781085.4600136,63179463.01576362,72074676.28338839,7465851.566272136,24776158.41132284,15426281.767592922,6770190.459943937,3174131.953650188,3611920.179754592,2079124.921652492,842431.0780692112
D6d0S1-F0d06-Vc45-MJ008-K04,1,0.06,45.0,J008,4,44.4606679582776,16.1863340759695,28.9671059452473,5.15754745967628,4.01843515435353,952756597.7366924,451673426.92340654,48371386.36340866,72663085.81264822,5444420.702011013,20700049.82204248,6956197.374963023,4159005.9852978494,2000667.3334420428,1603105.723482459,2072836.3410734031,1660809.07099098
D6d0S1-F0d06-Vc45-MJ009-K05,1,0.06,45.0,J009,5,42.2388861094496,13.966292123522699,24.983612100199398,4.664124905805831,3.8379619556332796,1021955993.7009996,515555235.5382573,70153319.72686058,78128205.07384773,6578741.702123005,21348027.72154871,7653305.813044874,4089456.433576622,2527652.1809161883,3856483.777713928,1651947.4652031304,972079.2017644008
D6d0S1-F0d06-Vc45-MJ010-K05,1,0.06,45.0,J010,5,44.4700038532849,16.1956699709767,25.786601524999103,4.87264227867331,3.99895330369448,1341564278.5870647,514462510.52397597,48617814.78593792,67912200.19223584,5023759.469928328,19317741.61472521,5869163.675098983,3191526.6036457163,2204866.5544877257,2325144.123228449,1805797.079418626,1390419.691203185
D6d0S1-F0d06-Vc60-MJ001-K01,1,0.06,60.0,J001,1,42.561921288431705,14.2875874061235,34.2370037958283,4.814661226236058,3.8358882911358303,569125049.1728423,609571899.6264293,43849141.83921616,45067046.54177458,4357120.28219406,7805850.407992505,5992232.026565389,2926288.765516038,1971935.889862961,2745581.056847841,1698274.4602721932,795939.6561913851
D6d0S1-F0d06-Vc60-MJ002-K01,1,0.06,60.0,J002,1,42.4309510101562,14.156617127848001,26.9235125807399,4.85205589338611,3.88207714939396,594829049.1966558,348695549.93440896,27778542.34737855,42166132.87164777,3655663.669032477,8754753.949187348,4105303.7378247627,2938895.5185759626,2160435.4411431383,2506058.2771803527,2154989.1472064443,883945.1712871712
D6d0S1-F0d06-Vc60-MJ003-K02,1,0.06,60.0,J003,2,43.950281029703,15.6759471473949,24.4799392517743,4.65741898992333,3.93078924538978,626497158.0930697,349116259.33693284,29636180.27413504,43335919.20176359,4164894.7613288863,9606471.222263567,4546435.986131924,3033915.227661068,2119910.558663524,3859678.7010806254,2072304.057240904,1630442.7669067043
D6d0S1-F0d06-Vc60-MJ004-K02,1,0.06,60.0,J004,2,44.06590235332981,15.7915684710217,31.498296562467605,4.90814657954288,3.9422346909573998,693159672.4149872,390566231.2675175,27557469.29103089,40621095.76975165,4757823.244389389,9954408.012664866,4472650.448518148,3031961.3434306174,2947256.2893131133,3400899.808415666,1919091.3075858369,944207.8650447794
D6d0S1-F0d06-Vc60-MJ005-K03,1,0.06,60.0,J005,3,43.7136691019343,15.4393352196262,29.0438074907225,4.99393060103626,3.97390328599542,668328238.6499902,438601602.93195206,34527134.0548625,40381862.84072422,5150743.32894309,10803331.191928755,5644924.011115302,3294153.208796579,2210592.9779875986,3954182.682671343,1925990.002216719,910896.5293661612
D6d0S1-F0d06-Vc60-MJ006-K03,1,0.06,60.0,J006,3,39.6330678340312,11.3587339517231,24.232584959619004,4.58866726948653,3.67275249781134,737602027.5704919,413203361.8321005,25480333.378592577,39963126.20711797,4580764.59226665,9256990.26446099,4508558.670633262,3237224.627691402,2369562.249515121,2180847.2518379265,1689368.0799256146,1487347.2905172012
D6d0S1-F0d06-Vc60-MJ007-K04,1,0.06,60.0,J007,4,42.4171363527007,14.1428024703925,25.6266497973496,4.62765538656941,3.83316761149921,725713888.6393764,524844153.51733017,25314097.24827935,35879343.33847561,5107157.925631294,9104283.808229817,3945311.566075296,2407833.585673331,1533808.966686201,2182505.496380682,1278446.647404435,649227.4143735948
