name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-55,55-60,60-65,65-70,70-75,75-80,80-85,85-90,90-95,95-100,100-105,105-110,110-115,115-120,120-125,125-130,130-135,135-140,140-145,145-150,150-155,155-160,160-165,165-170,170-175,175-180,180-185,185-190,190-195,195-200,200-205,205-210,210-215,215-220,220-225,225-230,230-235,235-240,240-245,245-250,250-255,255-260,260-265,265-270,270-275,275-280,280-285,285-290,290-295,295-300,300-305,305-310,310-315,315-320,320-325,325-330,330-335,335-340,340-345,345-350,350-355,355-360,360-365,365-370,370-375,375-380,380-385,385-390,390-395,395-400
D6d0S1-F0d03-Vc15-MJ001-K01,1,0.03,15.0,J001,1,42.8019334807269,14.527599598418698,26.5221685321209,4.64039547270511,3.8545452723053395,526649.6879208368,415402.97861519404,16397373.388511822,6674935.936819867,10211615.506298007,193007690.9857469,55705545.19593386,6856863.925646281,2080020.950192652,103810517.11673728,207963.9756338305,596390.3223554643,3073905.966164704,455807.48524898745,261816.12083579,33260876.541718706,420525.62051409966,218810.148533782,4130278.796334138,381034.63140529627,165386.38762018026,10265809.62450149,30539983.160528984,165897.84370523505,88255.11936600292,701681.2630852154,86753.11675964847,220717.4950804339,1507311.2029877412,55228.77908943741,80198.80181440976,2586848.244347095,78554.86617936484,90699.53898430627,1802410.9179308,568204.9199349285,276394.2385786853,1041626.1151147936,886605.7221927006,430979.9028410947,153448.127806279,619704.0121455867,102381.36724960062,1085075.4301064385,501247.23010183533,192743.14677295106,94904.51271878758,1206300.4058226694,191139.5869458856,286229.3314589659,184397.8711405084,969936.6903543802,215709.42683161792,269672.44604005717,145545.51734507445,1634259.1670365038,207541.88545838703,238465.4867096149,100794.69994774523,1213594.7406232394,217048.2469188245,200891.9954783869,113802.79895896213,530035.3158362368,143153.8258146403,82618.33018985235,111516.8051397769,975606.4936812908,125276.50055447312,96434.59288229227
D6d0S1-F0d03-Vc15-MJ002-K01,1,0.03,15.0,J002,1,44.3363767950896,16.0620429127815,29.5740000377918,4.81462188157867,4.01599940517589,496217.72737727256,352018.97513758147,29040822.72794399,7883685.137756356,4992558.683596887,188617982.94920605,33020953.59016101,6104021.3188370885,1937369.031728837,171317677.95456368,157562.04159869268,444438.4434445974,4964629.5303993765,337622.90976035054,244204.1429753073,21221010.2101106,301594.28013733396,217182.68001403773,5610725.023555089,278569.43267543626,168917.24295952925,24578996.03511473,57642227.77133151,167737.58784132102,69662.89729514484,776503.8442428948,62484.0973806818,167638.30919240296,1966853.0487869147,125742.45074342766,84641.20313528151,2166628.8702344145,65688.20244987789,162709.4632860768,3551512.6352745155,352495.4469065077,207014.97422398895,569745.3004875232,400612.4652491309,304779.4119876397,97800.99641130301,1483336.5063417018,88758.51748881485,401443.2884898713,674684.0716746915,346816.88619657874,90269.60032206363,580336.638070114,106042.58865640328,505406.1735014021,173969.98827427978,658729.4047732193,138053.83744454212,470123.1767553651,161761.46841369188,744874.1189793494,162407.2029623602,550226.528871424,145914.78067690475,947635.1093272595,171526.08499042006,497427.74253451655,118583.84261512465,592194.7392081076,103027.3907202572,264238.2149341532,120444.42139774875,581788.9181628962,115474.07169913988,262678.0745112809
D6d0S1-F0d03-Vc15-MJ003-K02,1,0.03,15.0,J003,2,42.690253484845705,14.415919602537599,24.181551194993897,4.291056648455649,3.82159082078025,262845.08096468716,181852.3394867874,23441647.453284226,4124282.023307746,2586599.2891971986,67270558.14875259,22915762.565191675,3345235.0974079063,1230127.40433215,215406563.6048639,180289.22055440047,531593.6620100783,5740096.2372332625,260980.5881714902,194452.3854274733,21467733.579531483,236873.45314412922,168230.0855888857,5791628.953316641,358242.2329340906,182777.9457450606,27412739.46571013,67613572.31326789,175056.65576864214,82168.89412168463,729421.8194784664,69825.33933261415,195028.9488106297,2538859.1484261025,52667.417721169404,82302.61162578099,2713052.2639104417,71450.48241869273,64558.36811630532,3862105.059498535,333725.30787949904,116188.42166804575,593883.5943387344,449841.32197129744,500133.70914422726,148871.62662362907,1387453.8378064516,72936.41318426907,704914.932322018,804749.7140530867,148819.8726442813,74245.4218996344,1250256.9536790936,146746.1866360879,200448.5106489075,130044.53961225713,1544065.4142260868,201065.47397628,266401.94425134035,136623.29294720333,1642839.5756840743,183851.12600295962,229347.1877077209,88368.15135514292,1608401.9429868408,241092.200547227,153100.234965084,80827.62547493412,695453.7332503848,127828.8772298928,92670.24941454534,96765.68180153173,686931.5914880246,122146.26414903779,80052.42178905697
D6d0S1-F0d03-Vc15-MJ004-K02,1,0.03,15.0,J004,2,41.969658378047,13.6953244957389,29.9096312261482,4.3642423781768,3.70734747730452,51621.23096731595,59112.524832254276,25784156.169137023,465108.0569940157,150348.09244096032,20595905.527566805,11293097.3958552,745007.5127855628,768104.1759453394,136822993.06161797,128789.87609701947,404812.4229049711,3053991.445620917,170176.22308294065,116435.7401210118,16187676.171526693,176849.06693844157,177117.7723635427,4627741.858790154,260362.3650019473,122959.3950266726,13467860.027027108,28611751.64417859,171082.92628916615,76192.43930106211,699220.9426697604,68494.4093559194,205870.63080220568,1547844.1847007072,131068.7668995967,96108.93368659145,1503177.8844104847,74277.68216948648,273492.71483100986,4204532.152142298,377608.3698994977,151188.74755808213,663814.7704751735,507935.4311723601,563932.0284637447,168145.33295723694,1084765.3788455895,95974.86275132973,504685.0397340374,558792.4048202846,537195.5687376389,115204.20350422738,681409.5902980568,166243.47166475301,774443.3335648712,172351.5737951569,959790.884972658,208288.95851886284,432352.6665418483,115864.64210425908,1133586.7973192604,173989.7690511538,617679.4359721028,143450.95215561302,876885.1169450504,174114.89569887152,698003.5304383582,127589.36399114672,732658.5314216402,145951.42349182616,322465.285824962,91035.2573039268,880404.4124669419,125728.91862090795,165202.88436188287
D6d0S1-F0d03-Vc15-MJ005-K03,1,0.03,15.0,J005,3,41.0671001256123,12.7927662433042,28.4139676805612,4.476722991121268,3.74299560080167,104833.20654669062,80580.81607783027,20997387.169517912,1400440.861324647,526452.8416178608,27116736.166020706,15377375.47608612,907775.7619520884,687394.6523270555,182479705.3590647,176733.52648387203,498145.4217502755,5356558.187807314,205297.48804146226,167286.83206947538,19109672.32658334,234094.1753930677,143113.4359819166,7072616.880401669,413096.5441887047,154717.51988563998,15244290.105335904,38048453.19786613,269657.02723229467,107177.81236259356,1169629.8484496886,72395.63607799548,318979.8578335766,2579217.311235235,57766.515861523636,98173.65269676596,2296502.8552603484,106787.51214440317,75318.5476194565,6200744.5766518125,586247.0691864161,143460.11021072036,589217.820017598,1015835.6456968822,695805.8780412185,173931.70145864107,1418931.8788471597,88205.58895906949,879084.3659859882,1101391.8083721895,118043.96829897964,72083.44840104945,1372592.481912361,249861.34602568625,123208.25645577519,128070.80116486875,1395618.833675845,256663.65329523105,229874.346930862,126798.47804979973,1576400.879144047,242176.8733115645,169359.05924017786,78450.5719254692,1749567.3681128868,324534.89252957905,105637.95107696943,68093.51815051491,929905.1387490146,175027.07158392036,104750.9285877462,77401.91990301503,854716.1005987364,142909.87606782786,62002.06357458053
D6d0S1-F0d03-Vc15-MJ006-K03,1,0.03,15.0,J006,3,40.2346883932399,11.960354510931802,25.898978281050702,4.36188973805906,3.7490041648297594,315789.63912419183,393578.6786397322,30271905.678803995,3715444.2664337056,3698645.034907223,100880418.93465853,23051348.68048457,3112691.386348721,1707886.427614426,181908170.327098,168503.4566545643,440512.82898243295,4555999.386079006,275401.1122570347,186766.3221256285,17895268.45259724,250400.5381661462,161248.12420477165,8488850.369830912,423519.53367516055,214195.65217246112,19537617.750895336,27389277.507347915,315705.6357863477,96606.96343791086,1205591.2884788816,64203.95681791369,298998.8722104973,2331345.8774616155,65016.42361407973,82600.01266264265,1902169.7419310524,77447.93721986437,65294.67512144367,6516142.422810082,450616.32985149283,236531.61125291052,397904.6995517371,848467.3585705124,364845.6913853948,134109.42722645466,1181206.7217916085,88810.09643700904,585834.6047820345,828924.9383332257,140806.11578137454,92835.47964764306,987924.3125625672,175562.43545693968,158494.63563518738,178985.07016116567,1951550.2999290254,257806.1029374905,254997.1451797222,155924.856767672,1986247.1254653363,236323.00833690885,217772.31190240945,115779.86393179385,1412641.6320790404,244078.4135513589,141198.86334805723,86523.05738467755,1229440.067212328,193501.47449757878,100401.56088756416,93755.78538196164,517978.577673581,113593.60735004285,82767.45391254777
D6d0S1-F0d03-Vc15-MJ007-K04,1,0.03,15.0,J007,4,45.539710220088104,17.265376337779998,31.8055139170376,5.05137252329444,4.02364977550171,191862.63477895482,266316.2377159426,26453423.27960637,2756939.3327988163,2513860.0167017085,59080239.17743739,19978028.359844025,2568544.1032357835,1282951.2768689177,192201213.81018257,141084.25701464605,396673.8683439494,4429592.673396542,234886.4136325077,166484.0571061283,15989271.449596195,231333.7974451888,133103.10495693266,7800380.260851338,293237.09913041967,166198.34775437685,24375941.54239969,28741718.70217384,204775.1820294856,101244.21447255867,1454742.283900653,69866.26155921162,333365.56641148485,2528892.4216677253,85560.44714426405,106783.89025810304,2318023.3227627054,85782.91287825549,92717.6244438401,7951632.099752981,526145.9585626228,203926.31601623734,419450.5580743381,945125.181317292,480406.9252354246,152298.72317331974,1064029.1342953043,128767.41118503535,631222.7248313128,848957.5277935871,183739.76321051372,134762.09332870206,799186.7851205744,159433.95316282136,224909.3178735163,213254.1899145697,938121.4589918522,199986.4618795465,305442.39719142823,183667.38255548442,1164002.3981739832,232496.45532977124,264983.6042193522,141578.6192750947,1279274.5595045632,231998.38830331198,212240.83625321087,119957.75921978,1029435.7276984736,161652.78779532042,163919.92355060187,121597.01224922652,619361.0708004548,115826.36883300074,120837.76497523133
D6d0S1-F0d03-Vc15-MJ008-K04,1,0.03,15.0,J008,4,46.632752390804995,18.3584185084968,29.0734647124996,5.12325690735867,4.09401931718558,325843.05728326965,273469.12379707105,32482101.449797444,3368536.9987422563,2324985.2201006184,65827982.30184926,20631776.523041684,2246984.154732992,952698.7587709908,155357641.27000982,116852.07081398365,346164.8906589536,3387408.2902988023,229409.2797182797,135877.3683655688,13836018.287916232,191332.83524014702,118209.00880018006,8017939.552061461,310515.30459206214,159174.70893960947,22492491.82862624,20282061.220069986,141410.61601141674,72969.96295643317,1338836.8386186857,51478.391466604095,235162.51835193826,2002135.1738935683,56478.561329548575,74550.75089030617,1976847.6669038,83660.68883753706,69637.58468577996,6987951.088799891,382977.50194647204,145695.3955113724,422677.17449519533,913970.8357020956,447213.8926366272,134705.5447209008,1234447.6876496626,73433.20880201782,519049.0764682096,649013.9077163527,135398.62760074376,69679.68575741073,661690.4638642779,149249.30671976312,167256.20178499608,136585.72392712167,937401.4610765786,178168.85334395245,282976.6311456627,116243.68360944404,643762.3028150259,173632.75705482412,236157.14327855108,93339.676541373,956932.548881601,201934.65388333483,197660.2078760925,84794.44741991107,402844.2205348889,120354.4970633676,160241.79296114243,89009.27203026686,496136.1735782968,105551.60830113744,103956.90800930273
D6d0S1-F0d03-Vc15-MJ009-K05,1,0.03,15.0,J009,5,44.1888264079685,15.9144925256604,28.26070204710249,4.85054104348816,3.9923769645953695,277445.7371767739,383956.4687020539,33972990.75195689,6563363.542652456,8847018.902909834,106501080.85119765,29202103.13158137,5531498.816222875,1510204.924320556,163222608.38518533,159546.41106006113,351901.061970584,4028707.445905787,286377.83613008546,172130.15596776528,19654088.48948097,247014.20748334692,191110.42113478575,6626500.659725321,277005.2296021688,178244.40882908355,20506046.285884626,28574695.36102613,180106.54865432894,98036.813643941,2177605.8183422484,73124.44346041157,185785.98176964239,2505825.6956859673,86606.65166722635,83001.09986381177,2160457.9475933244,90403.94267384193,115296.40951708108,6552863.723216803,360402.9227179288,115851.39029716945,469616.915443191,1106540.3389038441,444220.1171063455,136125.41284394418,1092574.713282965,79444.07627207259,611235.2113333786,788313.995429278,335738.15790948283,81002.18429429244,684380.3279356663,155418.34676243865,258490.3739350745,151861.76138027685,686467.2762916355,169027.8285084136,363170.8618163732,130155.59544469873,659982.163858992,161070.05461906554,230184.42131861465,104969.61777697838,742420.8190296134,180951.4471062331,359309.817610386,85454.24835089716,665378.6217208693,145336.39134613567,200863.32154687415,98658.40338299806,697320.5846010338,120219.28525610805,299250.4860986249
D6d0S1-F0d03-Vc15-MJ010-K05,1,0.03,15.0,J010,5,41.2981287732539,13.023794890945801,25.5536031757063,4.29919536075608,3.81016247818873,419721.7304440664,377657.1143051843,34282787.25024573,4017164.617708588,6514679.0456853425,138853059.75751486,34219412.695051804,3241411.4874578686,1319421.498017717,140127708.82660577,164320.11510991742,415779.49777952,3564176.516268648,299624.96499942767,212807.16291228426,14182500.856585698,246957.9383377771,187572.85962097466,7268583.2681821585,318514.10029186914,183215.34196493245,23540723.069057915,20560872.21792689,211428.97308299676,67150.76326871806,1464819.5194497898,62971.91208188514,286763.7490623795,1888956.5713469875,109394.21747906494,85671.59050198534,2646245.464872575,78788.58351307453,179101.91801307505,6188489.0153340325,325677.48759628355,151718.30566198882,546099.3155527024,652696.1425865776,474733.6311209551,112709.80296994458,1110508.6321171343,109813.4617721816,777421.1989608024,660640.4603178778,256117.1946429484,101316.92886809149,721046.3405561935,112306.7506588093,336603.36368485424,177614.77101903112,548121.0893495665,118104.42528737965,541035.8838618287,177399.86111403492,997439.8464395949,153469.84963383133,511444.6369170965,144765.53307913488,1294176.5647981465,167272.76269329002,380641.5886511021,118800.40267279276,803168.0247238467,106622.4090873856,359095.46628417884,156475.0653355129,307283.8788921201,74592.7093855127,367736.14302091976
