name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-90,90-130,130-170,170-210,210-250,250-290,290-330,330-370,370-400
D6d0S1-F0d03-Vc15-MJ001-K01,1,0.03,15.0,J001,1,42.8019334807269,14.527599598418698,26.5221685321209,4.64039547270511,3.8545452723053395,288915237.4115944,143922143.42910165,46109716.73116461,5318966.231850759,5013557.270007919,3931946.699401769,3816123.0186829637,2810733.144923073,1507371.8953779768
D6d0S1-F0d03-Vc15-MJ002-K01,1,0.03,15.0,J002,1,44.3363767950896,16.0620429127815,29.5740000377918,4.81462188157867,4.01599940517589,270189612.09416133,200930967.95134184,88887802.01238832,5416498.029843749,5489500.010417825,3749639.456353626,2923342.031706016,3162006.4052156517,1439421.245495189
D6d0S1-F0d03-Vc15-MJ003-K02,1,0.03,15.0,J003,2,42.690253484845705,14.415919602537599,24.181551194993897,4.291056648455649,3.82159082078025,123844342.80307911,245414033.43155587,101391284.97288032,6457637.307203729,5968834.598179384,4592012.376140568,4261169.597297771,3269354.958649876,1198758.4696001587
D6d0S1-F0d03-Vc15-MJ004-K02,1,0.03,15.0,J004,2,41.969658378047,13.6953244957389,29.9096312261482,4.3642423781768,3.70734747730452,59190135.06343333,157905725.73925412,47408870.5996469,4324091.288888103,6796347.468628499,3746724.378566687,3959386.2111642207,3545331.1476848694,1723025.4808485832
D6d0S1-F0d03-Vc15-MJ005-K03,1,0.03,15.0,J005,3,41.0671001256123,12.7927662433042,28.4139676805612,4.476722991121268,3.74299560080167,66519201.25454807,209037154.90661383,61330105.14047426,6703123.432176855,9401184.773448914,5203120.011856298,4080172.433476809,3624723.2076338837,1402195.175251775
D6d0S1-F0d03-Vc15-MJ006-K03,1,0.03,15.0,J006,3,40.2346883932399,11.960354510931802,25.898978281050702,4.36188973805906,3.7490041648297594,165575390.09558213,207443168.78548977,56742075.61529601,6016035.887395542,8816106.388802847,4002627.085377705,5116191.7257596785,3677954.0889474,1088247.5390583507
D6d0S1-F0d03-Vc15-MJ007-K04,1,0.03,15.0,J007,4,45.539710220088104,17.265376337779998,31.8055139170376,5.05137252329444,4.02364977550171,113826666.67512792,215199852.43652755,61955566.54925408,6968907.758595033,10615050.765154148,3903978.3370122737,3387231.08844178,3495936.5757062375,1302787.1540647435
D6d0S1-F0d03-Vc15-MJ008-K04,1,0.03,15.0,J008,4,46.632752390804995,18.3584185084968,29.0734647124996,5.12325690735867,4.09401931718558,127629882.54693684,174653616.69228035,51787131.03842874,5789040.254269201,9409804.626312286,3471466.40271051,2610535.9393769912,2334189.6882027723,1070837.3161784394
D6d0S1-F0d03-Vc15-MJ009-K05,1,0.03,15.0,J009,5,44.1888264079685,15.9144925256604,28.26070204710249,4.85054104348816,3.9923769645953695,191333624.2236925,189681504.97617933,56804345.05032293,7374502.7068786565,9238443.467869744,3798448.657753557,2562404.3514689934,2509299.4963753875,1562627.6900731144
D6d0S1-F0d03-Vc15-MJ010-K05,1,0.03,15.0,J010,5,41.2981287732539,13.023794890945801,25.5536031757063,4.29919536075608,3.81016247818873,222125753.41483682,160498428.53780162,52245316.30101809,6588767.457386356,8505114.524403932,3802313.0232526325,2969430.0185081074,3546793.8760800394,1364438.50793916
D6d0S1-F0d03-Vc30-MJ001-K01,1,0.03,30.0,J001,1,42.6726746799839,14.3983407976758,24.5629221868324,4.468104241955629,3.9112406058108102,766150523.0984327,234245091.25793985,88379217.40089317,5591317.727722121,9802935.51386344,4400010.112916944,2419914.434610274,2800467.660754824,1386967.0762437892
D6d0S1-F0d03-Vc30-MJ002-K01,1,0.03,30.0,J002,1,42.6447446135751,14.370410731266901,26.0460457427005,4.8606312566096195,3.8142388553326603,705665926.5646361,188187367.89789543,64372931.22131531,5200628.439623051,11291477.995544627,5009311.803936823,4507920.551566274,2709587.958363968,1075078.0119981538
D6d0S1-F0d03-Vc30-MJ003-K02,1,0.03,30.0,J003,2,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706,536625743.22113967,172417030.12801018,53232920.15985693,4975328.023819613,12111593.006166184,4605632.626528556,4702252.569007899,4005701.62752681,1433375.7547162534
D6d0S1-F0d03-Vc30-MJ004-K02,1,0.03,30.0,J004,2,45.47155232969961,17.1972184473914,34.054660287988604,5.22233487564496,3.97420710772495,597284645.3537012,190051568.28332773,56886155.31362689,5792786.202025445,13062938.924529735,3899908.593403712,3313931.006948838,3107535.2981730755,1834839.5106492944
D6d0S1-F0d03-Vc30-MJ005-K03,1,0.03,30.0,J005,3,40.93006557816079,12.6557316958526,27.246460583296198,4.74536185611085,3.8996471311245298,750536586.2649049,208136039.6104492,59465787.51068863,5982494.037597627,11932483.843360854,5161213.950303685,4609337.804176299,5286233.665581683,1960386.8982161214
D6d0S1-F0d03-Vc30-MJ006-K03,1,0.03,30.0,J006,3,40.471959021811294,12.1976251395031,33.729316722282704,4.89987777675259,3.8791090675837694,793343511.496145,212371665.9053559,54001221.32215127,6946027.20735073,12574789.726255067,5743608.3470535185,3820218.631617433,4404925.691195554,1465042.3920328878
