Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ001-K01_DU,Split.D6d0S1-F0d03-Vc60d0-MJ001-K01_DU,Point.170,6.0,1,0.03,60.0,J001,01_DU,42.5881879704127,14.3138540881045,23.6275208389036,4.6556905578092,3.92908144875826
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ002-K01_DU,Split.D6d0S1-F0d03-Vc60d0-MJ002-K01_DU,Point.195,6.0,1,0.03,60.0,J002,01_DU,43.1635881092278,14.8892542269196,24.4957673636534,4.45675475731078,3.9288402422816
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ003-K02_DU,Split.D6d0S1-F0d03-Vc60d0-MJ003-K02_DU,Point.194,6.0,1,0.03,60.0,J003,02_DU,46.5481622924193,18.2738284101111,25.0037926704664,4.64870392318248,4.00502156036967
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ004-K02_DU,Split.D6d0S1-F0d03-Vc60d0-MJ004-K02_DU,Point.105,6.0,1,0.03,60.0,J004,02_DU,41.4147077354144,13.1403738531063,23.7105222279601,4.34397404000292,3.79396819707232
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ005-K03_DU,Split.D6d0S1-F0d03-Vc60d0-MJ005-K03_DU,Point.36,6.0,1,0.03,60.0,J005,03_DU,42.8581217183208,14.5837878360127,25.5946693353785,4.74863169737494,3.85563949814101
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ006-K03_DU,Split.D6d0S1-F0d03-Vc60d0-MJ006-K03_DU,Point.35,6.0,1,0.03,60.0,J006,03_DU,38.5074002719611,10.2330663896529,26.4835111479677,4.48913253957949,3.66650687058994
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ007-K04_DU,Split.D6d0S1-F0d03-Vc60d0-MJ007-K04_DU,Point.36,6.0,1,0.03,60.0,J007,04_DU,42.6396660669338,14.3653321846257,25.7070936260549,4.55711699744285,3.79110168148953
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ008-K04_DU,Split.D6d0S1-F0d03-Vc60d0-MJ008-K04_DU,Point.11,6.0,1,0.03,60.0,J008,04_DU,48.1632067027245,19.8888728204164,26.5925155043155,4.95093464365176,4.00159344853167
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ009-K05_DU,Split.D6d0S1-F0d03-Vc60d0-MJ009-K05_DU,Point.16,6.0,1,0.03,60.0,J009,05_DU,43.0993746682692,14.8250407859611,24.8476090587632,4.41795329438129,3.89586952950941
DU-D6d0S1-F0d03-Vc60d0,D6d0S1-F0d03-Vc60d0-MJ010-K05_DU,Split.D6d0S1-F0d03-Vc60d0-MJ010-K05_DU,Point.14,6.0,1,0.03,60.0,J010,05_DU,46.003649040179,17.7293151578709,28.4063779950811,5.19091653434252,4.03781292941417
