Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ001-K01_DU,Split.D6d0S1-F0d06-Vc60d0-MJ001-K01_DU,Point.17,6.0,1,0.06,60.0,J001,01_DU,42.5619212884317,14.2875874061235,34.2370037958283,4.81466122623606,3.83588829113583
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ002-K01_DU,Split.D6d0S1-F0d06-Vc60d0-MJ002-K01_DU,Point.427,6.0,1,0.06,60.0,J002,01_DU,42.4309510101562,14.156617127848,26.9235125807399,4.85205589338611,3.88207714939396
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ003-K02_DU,Split.D6d0S1-F0d06-Vc60d0-MJ003-K02_DU,Point.657,6.0,1,0.06,60.0,J003,02_DU,43.950281029703,15.6759471473949,24.4799392517743,4.65741898992333,3.93078924538978
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ004-K02_DU,Split.D6d0S1-F0d06-Vc60d0-MJ004-K02_DU,Point.16,6.0,1,0.06,60.0,J004,02_DU,44.0659023533298,15.7915684710217,31.4982965624676,4.90814657954288,3.9422346909574
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ005-K03_DU,Split.D6d0S1-F0d06-Vc60d0-MJ005-K03_DU,Point.48,6.0,1,0.06,60.0,J005,03_DU,43.7136691019343,15.4393352196262,29.0438074907225,4.99393060103626,3.97390328599542
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ006-K03_DU,Split.D6d0S1-F0d06-Vc60d0-MJ006-K03_DU,Point.8,6.0,1,0.06,60.0,J006,03_DU,39.6330678340312,11.3587339517231,24.232584959619,4.58866726948653,3.67275249781134
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ007-K04_DU,Split.D6d0S1-F0d06-Vc60d0-MJ007-K04_DU,Point.6,6.0,1,0.06,60.0,J007,04_DU,42.4171363527007,14.1428024703925,25.6266497973496,4.62765538656941,3.83316761149921
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ008-K04_DU,Split.D6d0S1-F0d06-Vc60d0-MJ008-K04_DU,Point.8,6.0,1,0.06,60.0,J008,04_DU,42.794758685489,14.5204248031809,27.5190188301158,4.81660756074398,3.84887944802657
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ009-K05_DU,Split.D6d0S1-F0d06-Vc60d0-MJ009-K05_DU,Point.13,6.0,1,0.06,60.0,J009,05_DU,42.9384455271791,14.6641116448709,26.0944492659269,4.9897322954786,3.99035884591577
DU-D6d0S1-F0d06-Vc60d0,D6d0S1-F0d06-Vc60d0-MJ010-K05_DU,Split.D6d0S1-F0d06-Vc60d0-MJ010-K05_DU,Point.28,6.0,1,0.06,60.0,J010,05_DU,40.0758330594025,11.8014991770943,24.0249314937043,4.25365988527062,3.73708375718325
