Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ001-K16_DU,Split.D6d0S2-F0d03-Vc60d0-MJ001-K16_DU,Point.262,6.0,2,0.03,60.0,J001,16_DU,39.1430406079926,10.8687067256845,25.1147145653297,4.50438418651905,3.71764236782214
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ002-K16_DU,Split.D6d0S2-F0d03-Vc60d0-MJ002-K16_DU,Point.246,6.0,2,0.03,60.0,J002,16_DU,40.8186882020834,12.5443543197753,23.1519672633368,4.35572590870483,3.7395046082689
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ003-K17_DU,Split.D6d0S2-F0d03-Vc60d0-MJ003-K17_DU,Point.306,6.0,2,0.03,60.0,J003,17_DU,47.9069276946184,19.6325938123103,29.1878341226408,4.96399914554244,4.14702939521847
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ004-K17_DU,Split.D6d0S2-F0d03-Vc60d0-MJ004-K17_DU,Point.31,6.0,2,0.03,60.0,J004,17_DU,50.4370821148119,22.1627482325037,33.3344630036542,4.9737858835545,4.22293241095053
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ005-K18_DU,Split.D6d0S2-F0d03-Vc60d0-MJ005-K18_DU,Point.8,6.0,2,0.03,60.0,J005,18_DU,37.9495995103494,9.67526562804124,25.2416594844767,4.5626435466015,3.64686969632913
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ006-K18_DU,Split.D6d0S2-F0d03-Vc60d0-MJ006-K18_DU,Point.46,6.0,2,0.03,60.0,J006,18_DU,42.5711401518947,14.2968062695866,29.4093108092365,4.56719689279595,3.86314441032397
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ007-K19_DU,Split.D6d0S2-F0d03-Vc60d0-MJ007-K19_DU,Point.32,6.0,2,0.03,60.0,J007,19_DU,41.3911582375807,13.1168243552726,27.8846037122574,4.71816101514575,3.82284094766422
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ008-K19_DU,Split.D6d0S2-F0d03-Vc60d0-MJ008-K19_DU,Point.28,6.0,2,0.03,60.0,J008,19_DU,46.0008662333051,17.7265323509969,28.5722823350671,5.1365979886088,4.02214514407955
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ009-K20_DU,Split.D6d0S2-F0d03-Vc60d0-MJ009-K20_DU,Point.21,6.0,2,0.03,60.0,J009,20_DU,40.8456769376643,12.5713430553562,25.2853773373632,4.76774612575135,3.82374592692169
DU-D6d0S2-F0d03-Vc60d0,D6d0S2-F0d03-Vc60d0-MJ010-K20_DU,Split.D6d0S2-F0d03-Vc60d0-MJ010-K20_DU,Point.8,6.0,2,0.03,60.0,J010,20_DU,42.440668869137,14.1663349868288,25.9320589682914,4.55082711091272,3.86253396262334
