Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ001-K16_DU,Split.D6d0S2-F0d12-Vc45d0-MJ001-K16_DU,Point.101,6.0,2,0.12,45.0,J001,16_DU,41.3915532638647,13.1172193815566,22.0789085385925,4.60108539943185,3.80884711570829
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ002-K16_DU,Split.D6d0S2-F0d12-Vc45d0-MJ002-K16_DU,Point.96,6.0,2,0.12,45.0,J002,16_DU,40.8440082750512,12.569674392743,22.7076659686348,4.89406553603508,3.87867204370994
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ003-K17_DU,Split.D6d0S2-F0d12-Vc45d0-MJ003-K17_DU,Point.143,6.0,2,0.12,45.0,J003,17_DU,48.0517683296704,19.7774344473623,23.5928547283176,4.86182071432909,4.07834853710466
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ004-K17_DU,Split.D6d0S2-F0d12-Vc45d0-MJ004-K17_DU,Point.37,6.0,2,0.12,45.0,J004,17_DU,46.1508485248246,17.8765146425164,30.2042171601816,5.27421581649365,4.04047350771364
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ005-K18_DU,Split.D6d0S2-F0d12-Vc45d0-MJ005-K18_DU,Point.35,6.0,2,0.12,45.0,J005,18_DU,46.8754558350242,18.6011219527161,29.6288662815341,5.389542331321,4.03567915234694
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ006-K18_DU,Split.D6d0S2-F0d12-Vc45d0-MJ006-K18_DU,Point.12,6.0,2,0.12,45.0,J006,18_DU,42.7405193903437,14.4661855080355,30.5651301656457,4.969696569446,3.89536189999752
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ007-K19_DU,Split.D6d0S2-F0d12-Vc45d0-MJ007-K19_DU,Point.8,6.0,2,0.12,45.0,J007,19_DU,43.7340767392672,15.4597428569591,27.524328570233,5.15736066063929,3.97529612973971
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ008-K19_DU,Split.D6d0S2-F0d12-Vc45d0-MJ008-K19_DU,Point.4,6.0,2,0.12,45.0,J008,19_DU,39.3703120527339,11.0959781704257,26.0399423296952,4.59702088576685,3.79532719749466
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ009-K20_DU,Split.D6d0S2-F0d12-Vc45d0-MJ009-K20_DU,Point.17,6.0,2,0.12,45.0,J009,20_DU,38.0091635165223,9.73482963421415,24.5075520381031,4.49333739979425,3.64732126122867
DU-D6d0S2-F0d12-Vc45d0,D6d0S2-F0d12-Vc45d0-MJ010-K20_DU,Split.D6d0S2-F0d12-Vc45d0-MJ010-K20_DU,Point.21,6.0,2,0.12,45.0,J010,20_DU,41.1996717517615,12.9253378694534,27.3956795321033,4.74698892828179,3.91104178037304
