Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ001-K01_DU,Split.D6d0S1-F0d09-Vc45d0-MJ001-K01_DU,Point.61,6.0,1,0.09,45.0,J001,01_DU,42.2140082807149,13.9396743984067,36.1911489651765,5.00066281607269,3.86666709484182
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ002-K01_DU,Split.D6d0S1-F0d09-Vc45d0-MJ002-K01_DU,Point.38,6.0,1,0.09,45.0,J002,01_DU,42.76723932564,14.4929054433318,36.1789001771684,4.83954186389302,3.8688778371288
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ003-K02_DU,Split.D6d0S1-F0d09-Vc45d0-MJ003-K02_DU,Point.529,6.0,1,0.09,45.0,J003,02_DU,44.9234806379341,16.649146755626,25.3477302509255,4.98688720541995,3.97857212449659
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ004-K02_DU,Split.D6d0S1-F0d09-Vc45d0-MJ004-K02_DU,Point.67,6.0,1,0.09,45.0,J004,02_DU,45.4653052506276,17.1909713683194,34.2406090641646,5.19106913989419,3.97562886840859
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ005-K03_DU,Split.D6d0S1-F0d09-Vc45d0-MJ005-K03_DU,Point.48,6.0,1,0.09,45.0,J005,03_DU,43.5652593133637,15.2909254310556,27.96910084293,4.82593437595318,3.98242006385491
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ006-K03_DU,Split.D6d0S1-F0d09-Vc45d0-MJ006-K03_DU,Point.6,6.0,1,0.09,45.0,J006,03_DU,39.1294201627838,10.8569326666129,26.44229006414,4.55039876483795,3.73087391432222
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ007-K04_DU,Split.D6d0S1-F0d09-Vc45d0-MJ007-K04_DU,Point.17,6.0,1,0.09,45.0,J007,04_DU,45.3470631618504,17.0727292795423,27.7766562631474,4.97377219349155,3.97678637447319
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ008-K04_DU,Split.D6d0S1-F0d09-Vc45d0-MJ008-K04_DU,Point.8,6.0,1,0.09,45.0,J008,04_DU,46.2167014774654,17.9423675951573,27.0475689464276,4.77320360203859,3.99075359537149
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ009-K05_DU,Split.D6d0S1-F0d09-Vc45d0-MJ009-K05_DU,Point.13,6.0,1,0.09,45.0,J009,05_DU,45.4802336044939,17.2058997221858,34.9523949271628,4.99264598232702,4.07213075077965
DU-D6d0S1-F0d09-Vc45d0,D6d0S1-F0d09-Vc45d0-MJ010-K05_DU,Split.D6d0S1-F0d09-Vc45d0-MJ010-K05_DU,Point.34,6.0,1,0.09,45.0,J010,05_DU,44.9791854306121,16.704851548304,28.2887699419221,5.0361721613654,3.95074626357948
