Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ001-K16_DU,Split.D6d0S2-F0d03-Vc15d0-MJ001-K16_DU,Point.42,6.0,2,0.03,15.0,J001,16_DU,39.9175937314557,11.6432598491476,38.6000120278214,4.66125372659759,3.7699369483617
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ002-K16_DU,Split.D6d0S2-F0d03-Vc15d0-MJ002-K16_DU,Point.14,6.0,2,0.03,15.0,J002,16_DU,38.9751844469339,10.7008505646258,37.5210859894488,4.46733934507438,3.75023019429624
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ003-K17_DU,Split.D6d0S2-F0d03-Vc15d0-MJ003-K17_DU,Point.204,6.0,2,0.03,15.0,J003,17_DU,47.0014629828476,18.7271291005395,50.0808150646932,6.07688136675313,4.1661137195494
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ004-K17_DU,Split.D6d0S2-F0d03-Vc15d0-MJ004-K17_DU,Point.11,6.0,2,0.03,15.0,J004,17_DU,47.2089909389457,18.9346570566376,32.2299447213972,5.46788083590506,4.2456270478566
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ005-K18_DU,Split.D6d0S2-F0d03-Vc15d0-MJ005-K18_DU,Point.37,6.0,2,0.03,15.0,J005,18_DU,38.3158705201396,10.0415366378315,24.574463242563,4.25149736179317,3.67489601380088
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ006-K18_DU,Split.D6d0S2-F0d03-Vc15d0-MJ006-K18_DU,Point.8,6.0,2,0.03,15.0,J006,18_DU,38.2703520224193,9.99601814011118,25.0246001048029,4.39493230160491,3.67747126882807
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ007-K19_DU,Split.D6d0S2-F0d03-Vc15d0-MJ007-K19_DU,Point.12,6.0,2,0.03,15.0,J007,19_DU,42.3408813974102,14.0665475151021,27.4032733040421,4.87053262489526,3.90787449359232
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ008-K19_DU,Split.D6d0S2-F0d03-Vc15d0-MJ008-K19_DU,Point.31,6.0,2,0.03,15.0,J008,19_DU,40.8370171805793,12.5626832982712,27.6125818854953,4.39001548474589,3.86929613524497
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ009-K20_DU,Split.D6d0S2-F0d03-Vc15d0-MJ009-K20_DU,Point.8,6.0,2,0.03,15.0,J009,20_DU,42.3934822428718,14.1191483605637,26.4619260561426,4.76204350018999,3.94651245296763
DU-D6d0S2-F0d03-Vc15d0,D6d0S2-F0d03-Vc15d0-MJ010-K20_DU,Split.D6d0S2-F0d03-Vc15d0-MJ010-K20_DU,Point.36,6.0,2,0.03,15.0,J010,20_DU,41.8663518781354,13.5920179958272,28.9042273309899,4.87839598251534,3.86291830636002
