Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ001-K01_DU,Split.D6d0S1-F0d03-Vc30d0-MJ001-K01_DU,Point.138,6.0,1,0.03,30.0,J001,01_DU,42.6726746799839,14.3983407976758,24.5629221868324,4.46810424195563,3.91124060581081
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ002-K01_DU,Split.D6d0S1-F0d03-Vc30d0-MJ002-K01_DU,Point.167,6.0,1,0.03,30.0,J002,01_DU,42.6447446135751,14.3704107312669,26.0460457427005,4.86063125660962,3.81423885533266
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ003-K02_DU,Split.D6d0S1-F0d03-Vc30d0-MJ003-K02_DU,Point.179,6.0,1,0.03,30.0,J003,02_DU,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ004-K02_DU,Split.D6d0S1-F0d03-Vc30d0-MJ004-K02_DU,Point.28,6.0,1,0.03,30.0,J004,02_DU,45.4715523296996,17.1972184473914,34.0546602879886,5.22233487564496,3.97420710772495
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ005-K03_DU,Split.D6d0S1-F0d03-Vc30d0-MJ005-K03_DU,Point.44,6.0,1,0.03,30.0,J005,03_DU,40.9300655781608,12.6557316958526,27.2464605832962,4.74536185611085,3.89964713112453
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ006-K03_DU,Split.D6d0S1-F0d03-Vc30d0-MJ006-K03_DU,Point.46,6.0,1,0.03,30.0,J006,03_DU,40.4719590218113,12.1976251395031,33.7293167222827,4.89987777675259,3.87910906758377
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ007-K04_DU,Split.D6d0S1-F0d03-Vc30d0-MJ007-K04_DU,Point.16,6.0,1,0.03,30.0,J007,04_DU,43.2211535724684,14.9468196901602,27.3566548701692,4.83295911803986,3.92606283714688
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ008-K04_DU,Split.D6d0S1-F0d03-Vc30d0-MJ008-K04_DU,Point.8,6.0,1,0.03,30.0,J008,04_DU,41.0140034658587,12.7396695835505,25.3857572450849,4.45549708439678,3.77155769891053
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ009-K05_DU,Split.D6d0S1-F0d03-Vc30d0-MJ009-K05_DU,Point.36,6.0,1,0.03,30.0,J009,05_DU,40.8344408428808,12.5601069605726,26.4645031852676,4.40772133435115,3.73931996565272
DU-D6d0S1-F0d03-Vc30d0,D6d0S1-F0d03-Vc30d0-MJ010-K05_DU,Split.D6d0S1-F0d03-Vc30d0-MJ010-K05_DU,Point.10,6.0,1,0.03,30.0,J010,05_DU,41.0172345951987,12.7429007128906,25.3540977594782,4.4183766928899,3.78047095991064
