Body,Sketch,Fill,Point,Promjer,Sx,Posmak,Brzina_rezanja,Uzorak,Mjerenje,Fill_Povrsina,Split_povrsina,Opseg_delminacije,MaxD,AvgD
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ001-K11_DU,Split.D6d0S4-F0d06-Vc15d0-MJ001-K11_DU,Point.806,6.0,4,0.06,15.0,J001,11_DU,40.2955168930778,12.0211830107696,21.7692337295158,4.31405665629805,3.72065266644161
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ002-K11_DU,Split.D6d0S4-F0d06-Vc15d0-MJ002-K11_DU,Point.1004,6.0,4,0.06,15.0,J002,11_DU,43.437615763848,15.1632818815399,20.2030996920459,4.63884946685964,3.93143655291595
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ003-K12_DU,Split.D6d0S4-F0d06-Vc15d0-MJ003-K12_DU,Point.1523,6.0,4,0.06,15.0,J003,12_DU,50.0880764800471,21.813742597739,24.7309215875925,4.6095186221586,4.14783138681841
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ004-K12_DU,Split.D6d0S4-F0d06-Vc15d0-MJ004-K12_DU,Point.17,6.0,4,0.06,15.0,J004,12_DU,47.1626335459145,18.8882996636063,30.6297300712126,5.03436195801816,4.0892098422918
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ005-K13_DU,Split.D6d0S4-F0d06-Vc15d0-MJ005-K13_DU,Point.10,6.0,4,0.06,15.0,J005,13_DU,45.2784238008013,17.0040899184932,27.3310910846499,4.82837435498427,4.0173762557438
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ006-K13_DU,Split.D6d0S4-F0d06-Vc15d0-MJ006-K13_DU,Point.12,6.0,4,0.06,15.0,J006,13_DU,49.5780923900731,21.303758507765,29.1497825134841,5.15238798806994,4.21115296162724
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ007-K14_DU,Split.D6d0S4-F0d06-Vc15d0-MJ007-K14_DU,Point.13,6.0,4,0.06,15.0,J007,14_DU,40.7832699127814,12.5089360304733,25.0711296775595,4.49001995186073,3.82430785583745
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ008-K14_DU,Split.D6d0S4-F0d06-Vc15d0-MJ008-K14_DU,Point.17,6.0,4,0.06,15.0,J008,14_DU,42.5814670461121,14.3074326268044,26.3089667100042,4.73435283547486,3.89368730870158
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ009-K15_DU,Split.D6d0S4-F0d06-Vc15d0-MJ009-K15_DU,Point.23,6.0,4,0.06,15.0,J009,15_DU,47.4228507535106,19.1485168712025,27.9046125536424,4.67137803083659,4.08976164908395
DU-D6d0S4-F0d06-Vc15d0,D6d0S4-F0d06-Vc15d0-MJ010-K15_DU,Split.D6d0S4-F0d06-Vc15d0-MJ010-K15_DU,Point.9,6.0,4,0.06,15.0,J010,15_DU,43.1361361272096,14.8618022449014,26.9592489828519,5.04989495834728,3.96496988279881
