name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-70,70-90,90-110,110-130,130-150,150-170,170-190,190-210,210-230,230-250,250-270,270-290,290-310,310-330,330-350,350-370,370-390
D6d0S1-F0d03-Vc30-MJ002-K01,1,0.03,30.0,J002,1,42.6447446135751,14.370410731266901,26.0460457427005,4.8606312566096195,3.8142388553326603,12150088.936270587,7196411.110138508,7510983.079383037,7847368.7702611135,7270840.558501086,8315989.407869632,5317227.6822976135,13419287.661654113,8230920.036491003,7856721.734088073,4689398.293400297,8390911.986101147,12033016.94321514,16773840.316773815,10923495.085455496,31338510.06813265,30502994.53159177
D6d0S1-F0d03-Vc30-MJ003-K02,1,0.03,30.0,J003,2,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706,13802320.361735795,5802584.20709629,6910820.202252338,7107126.344526871,6608099.409483463,8321268.48375613,6828115.795617019,13256928.073056512,7116900.769632087,5489887.371263262,6534838.400566064,5541097.935158639,7763289.70171585,7100095.156580326,11670823.677294578,21138453.759554904,13567438.148585433
D6d0S1-F0d03-Vc30-MJ004-K02,1,0.03,30.0,J004,2,45.47155232969961,17.1972184473914,34.054660287988604,5.22233487564496,3.97420710772495,10381859.806668306,10643641.43011916,12409618.476245947,7880731.110747279,7789511.7821284225,5816619.305067345,11138417.417205043,12669807.473040896,8904941.362185556,9395864.975789877,6408836.388293186,6132141.385206678,8496676.555048896,12776187.1958351,11364238.336604062,15473613.438788993,15172771.305240395
D6d0S1-F0d03-Vc30-MJ005-K03,1,0.03,30.0,J005,3,40.93006557816079,12.6557316958526,27.246460583296198,4.74536185611085,3.8996471311245298,19209356.25764086,8324858.92628138,10070915.355200823,9694918.751794947,6522221.399399756,9390863.27906664,11743951.385179702,13204653.44699185,11921904.899457853,7942835.6705272375,6452978.341988465,8272670.823186712,6905179.766911503,16521101.686085287,19806189.488858644,20276560.7551738,21307218.513311725
D6d0S1-F0d03-Vc30-MJ006-K03,1,0.03,30.0,J006,3,40.471959021811294,12.1976251395031,33.729316722282704,4.89987777675259,3.8791090675837694,15266409.101514785,7158754.707177043,7538738.529580402,8887438.099034822,8337623.202472863,7553699.934470357,9336448.994411267,20613352.320464715,8889867.620987954,9280198.158606036,11501199.773431774,7162972.0687732585,13702574.762729855,24763000.47323472,15395715.171163155,43800373.518012136,36835461.45178858
D6d0S1-F0d03-Vc30-MJ007-K04,1,0.03,30.0,J007,4,43.221153572468396,14.946819690160199,27.3566548701692,4.83295911803986,3.92606283714688,10669929.865008594,5197862.173194294,9889386.30387162,5769048.621815243,7196143.464001945,7993814.270547982,5839529.8764767125,12466901.756960893,7723474.231386787,5846710.410729239,6356987.24168102,5287498.94720632,10887808.68724884,10281872.509376004,11011248.73519221,22900596.980303936,14471591.576294132
D6d0S1-F0d03-Vc30-MJ008-K04,1,0.03,30.0,J008,4,41.0140034658587,12.739669583550501,25.385757245084896,4.4554970843967805,3.7715576989105295,9796002.339061493,8756491.986073067,8335483.935079186,7802424.279008034,9736935.361566352,8644185.34579691,9689063.317751013,11633172.479731934,9621799.991289938,5702157.0852752775,6491190.305150703,7148272.4255249975,10870948.801806228,8177141.292522245,8063702.030126338,24616821.86675493,21192714.724387623
D6d0S1-F0d03-Vc30-MJ009-K05,1,0.03,30.0,J009,5,40.834440842880795,12.5601069605726,26.46450318526761,4.4077213343511525,3.739319965652721,14043278.003026115,10605866.434648152,9219799.821248436,10726009.88810576,9455287.92008035,6287098.461872166,7757117.347069994,8199609.571620225,9580207.404083496,7860611.436548728,10211506.53433492,5729997.467365444,13283972.764860582,17835503.953154188,22863066.87859163,24153534.03155442,31174752.474162664
D6d0S1-F0d03-Vc30-MJ010-K05,1,0.03,30.0,J010,5,41.0172345951987,12.742900712890599,25.354097759478197,4.4183766928899,3.78047095991064,10034447.405178906,5063108.106873479,6362345.805709985,6018001.984770114,5657867.361968367,7940158.79109683,6030296.432444798,18464945.865307134,8232928.192217186,6760788.628993805,8375070.1313678725,8618619.029139496,10954742.843384365,16013348.464198992,22945317.96739821,29306375.83181849,49684892.07986701
D6d0S1-F0d03-Vc45-MJ001-K01,1,0.03,45.0,J001,1,42.6475766237093,14.3732427414011,24.4666662185016,4.53085753694069,3.8273100265205096,12500084.199035715,9919556.372687956,11986525.065600952,5266107.970602835,5564330.048598077,6275744.665093672,4551177.047978842,9644594.537078928,6903990.039639697,8001489.98343395,8946362.301486265,9164389.309546953,12115668.180570342,12263977.760757964,18379683.50472636,18690342.992181554,23663977.95288231
D6d0S1-F0d03-Vc45-MJ002-K01,1,0.03,45.0,J002,1,46.298880340639705,18.02454645833161,25.856006408997306,4.78345035281771,4.08929883253317,14375373.431522746,6369949.8341293475,8899304.24721606,5348412.732229555,5177787.238902532,6992106.085751281,5193366.562590845,12366781.527930338,7877816.856380207,7057010.165129532,6359959.428362985,7598355.030543989,17887270.68228634,24643473.41793354,16145678.328447675,35621608.46569168,29966730.85861715
D6d0S1-F0d03-Vc45-MJ003-K02,1,0.03,45.0,J003,2,45.2094010461977,16.9350671638896,25.8354230186762,4.68958878531853,4.06105327761124,14334819.838008773,9874459.577800192,16171801.03643731,10805147.89865064,6831027.042209812,12345128.52622688,9219560.964326393,8148424.820568807,14052164.31486982,8316366.40120372,7872449.789301948,5363641.684911308,13641172.28931978,15738096.839520674,18663274.725522075,35142014.733168595,38878766.71390662
D6d0S1-F0d03-Vc45-MJ004-K02,1,0.03,45.0,J004,2,40.726827138318,12.4524932560099,25.759899746164198,5.044124137276951,3.86531885294881,10396118.001742994,6999915.55004038,11283497.431061834,11646346.478826895,7063498.237076074,10661007.560804013,8826144.044211311,8721686.742127381,11844764.758291408,7402103.72020724,11955791.30681421,9697354.554062452,18354787.97745485,18690215.143366545,12727669.96182443,46819915.5891329,39753372.26164533
D6d0S1-F0d03-Vc45-MJ005-K03,1,0.03,45.0,J005,3,41.5754535575766,13.3011196752684,23.236567558252002,4.64922922401726,3.8587877094201297,9624623.24177115,9267030.493767634,6892504.34687541,9892351.53893001,9292890.82559357,8499325.29614379,4974936.462311092,10520037.998106616,8156265.486831184,6917618.080787403,6247258.046679061,5741292.6924533285,17407263.52269647,25203614.62320458,18509801.696767583,25962035.22976195,45257254.51881798
D6d0S1-F0d03-Vc45-MJ006-K03,1,0.03,45.0,J006,3,41.124855171641606,12.850521289333502,28.8551335109334,4.91514448773795,3.89758161867807,11119136.285043456,9313675.02857394,10124597.119112527,8042808.805238931,5428126.8895900315,4025745.8189302944,10484323.382954782,7960995.081913295,10365617.891838908,12544458.950447699,12892110.964018388,10968858.056765623,21755686.013306323,49645077.6231557,63349003.83114397,68753063.56553455,74517839.09166045
D6d0S1-F0d03-Vc45-MJ007-K04,1,0.03,45.0,J007,4,44.551887489075,16.2775536067668,26.299550691014105,4.718710174023951,3.8964094941416203,11312725.26789412,12843094.541586999,10936335.010726977,11880640.9160396,11362143.70563312,11405816.34619835,8552414.62119075,10112127.310642824,8489668.521450525,16540074.38600078,11058339.96872906,15963143.552368062,22537374.97465492,30938057.42480066,29050928.08839908,60013687.51485747,69844140.57517263
D6d0S1-F0d03-Vc45-MJ008-K04,1,0.03,45.0,J008,4,46.14836719468021,17.874033312372,26.0286511517898,4.910684171798232,3.96694675841956,10195805.780574592,8302403.463916742,14900521.590127848,6127421.526343588,9413762.135535978,9115754.632646697,9310874.4965869,14062364.738592025,9365782.247119723,12970248.335587852,10412083.825643096,11428811.521063842,17282938.58935051,47267529.06369378,27556240.996342905,38425483.96537944,46372846.58559892
D6d0S1-F0d03-Vc45-MJ009-K05,1,0.03,45.0,J009,5,44.997688551365,16.7233546690569,26.8048611083007,4.941099678020518,3.97640233155236,11624865.29858296,5977949.38092963,14645050.486771433,5941286.211398676,6179866.060752471,5105646.859986168,7172639.072501197,8555942.1358316,8942584.579964811,8597335.02766846,10030982.269818533,11364334.958213482,21320815.873461355,25084890.82402159,20805348.93133389,99025311.6603305,87379068.29022357
D6d0S1-F0d03-Vc45-MJ010-K05,1,0.03,45.0,J010,5,45.291551723980206,17.0172178416721,26.2898767891187,4.7407994573167,3.9810504318171502,21643838.742488194,10630822.457808947,12433790.198025882,10666947.028583337,8952700.668553868,8817829.628974516,12636528.88743743,14379925.120111093,10943985.787050128,10171209.0484871,14214436.783440618,18329552.83440784,27612067.87717152,37203622.57281767,41909709.885061935,89810451.13748686,81312300.44229046
D6d0S1-F0d03-Vc60-MJ001-K01,1,0.03,60.0,J001,1,42.588187970412704,14.3138540881045,23.627520838903603,4.6556905578092005,3.92908144875826,16228810.502981905,12421666.977053493,9516149.259868553,12194845.651180368,6443035.563736653,7994804.801424785,9585765.94274411,8177117.718259699,15764759.906396,8632239.369582381,20732307.52352055,31134982.832299784,37932965.9267244,54000166.28263108,49005263.48869448,95354403.04269934,142834218.82386085
D6d0S1-F0d03-Vc60-MJ002-K01,1,0.03,60.0,J002,1,43.1635881092278,14.889254226919599,24.495767363653396,4.45675475731078,3.9288402422816002,8945847.956847766,5331978.02279954,4089287.4120973633,7160310.424565783,3263119.2850600583,4781089.7891441565,7470968.5149597125,6363907.4476462435,5681697.482245316,6570203.910962842,29123786.62853425,28554385.50220333,30851775.2451284,51322247.64150454,30198282.194679365,152569341.75313315,138635568.26501676
D6d0S1-F0d03-Vc60-MJ003-K02,1,0.03,60.0,J003,2,46.5481622924193,18.2738284101111,25.0037926704664,4.64870392318248,4.00502156036967,17502402.949882295,9957827.22607099,6312148.691112175,9692265.463326147,9920219.70990004,7162127.6155734975,7147442.31626575,9981017.70769106,9429943.201793354,11966775.255330335,48041163.18372537,59319514.27260425,133905701.757806,76503873.13978197,53261837.12716074,139269123.0077049,118392013.73545408
D6d0S1-F0d03-Vc60-MJ004-K02,1,0.03,60.0,J004,2,41.4147077354144,13.1403738531063,23.7105222279601,4.34397404000292,3.79396819707232,12297183.554541204,9072289.082394082,5276501.475091435,11436077.85811957,7431539.9961995585,9933116.97088125,6280551.58436038,9737946.048975127,9534889.304107923,12255978.395875372,15223264.483740568,20864781.20357459,51699822.70005914,33072958.00253391,34727870.06513866,90950543.94226898,99879546.2846562
D6d0S1-F0d03-Vc60-MJ005-K03,1,0.03,60.0,J005,3,42.858121718320795,14.5837878360127,25.59466933537849,4.7486316973749405,3.85563949814101,13455638.999530265,6661654.5066223275,6660527.687808659,11159497.236479824,8089861.253374143,4187796.3496391727,10588267.229219703,8181905.492070712,12460152.720382765,15312291.945332104,22304991.274707913,32422942.979927275,43405192.33738485,98130878.3456612,26571262.563495826,146514637.23940846,86072950.70536709
D6d0S1-F0d03-Vc60-MJ006-K03,1,0.03,60.0,J006,3,38.5074002719611,10.233066389652901,26.4835111479677,4.48913253957949,3.6665068705899397,13512932.894484974,11656804.33255331,7141441.569598616,8060876.57521316,6308340.637758424,7532434.467074525,7145776.6507788375,9225350.304062737,11525101.29670046,18702512.860309374,37701811.34918826,42436186.82611255,99766440.33544417,144233072.0893549,167265439.81625688,162299864.97757435,150583558.30151665
D6d0S1-F0d03-Vc60-MJ007-K04,1,0.03,60.0,J007,4,42.6396660669338,14.3653321846257,25.7070936260549,4.55711699744285,3.7911016814895295,15039145.77807778,8863527.003415408,8662204.606502227,12689167.71032584,8220817.229097485,5805923.473633445,9446512.355889402,11017290.043368047,12440689.623427555,12800875.1101091,21038411.335163526,33070301.19561111,17407407.51224742,59693546.76870692,54545668.63020288,67987923.63474329,108074530.14642967
D6d0S1-F0d03-Vc60-MJ008-K04,1,0.03,60.0,J008,4,48.1632067027245,19.8888728204164,26.5925155043155,4.95093464365176,4.00159344853167,19130422.221318327,16827501.72440201,14741437.268966187,15508248.11160753,10913938.77970568,14649054.595099796,12744913.127714636,20128041.41587677,9415724.076458266,18443598.061636005,31358899.732446793,31055145.21230465,41095676.11420649,36916294.33664402,56479637.55658925,222989847.82232606,159234130.73724878
D6d0S1-F0d03-Vc60-MJ009-K05,1,0.03,60.0,J009,5,43.09937466826921,14.825040785961098,24.847609058763197,4.41795329438129,3.8958695295094095,14797658.251527015,7470541.121574222,7614667.859776853,9066906.256495133,10475171.18341807,7451312.266525747,6418093.717516262,6345923.499107799,9399362.439592013,19226810.35285974,20500941.046092033,47967601.00496589,48185016.3572705,63751294.24918152,56527852.21812019,103469844.43216053,208343255.7249508
D6d0S1-F0d03-Vc60-MJ010-K05,1,0.03,60.0,J010,5,46.003649040179006,17.72931515787089,28.4063779950811,5.190916534342518,4.037812929414169,15079244.648668118,11460875.55355593,9941182.993268143,10258285.90173879,6337249.784761447,9195436.986422444,8498573.738633811,11363398.97267769,13859056.421962215,15179146.380779667,21189492.514803674,30122634.82760946,49507908.96147198,90454124.41307256,66914062.7340526,94478105.64833616,132269370.79916696
D6d0S1-F0d06-Vc15-MJ001-K01,1,0.06,15.0,J001,1,42.8036432501761,14.529309367867901,24.5077962491485,4.6642408593459805,3.99240938208475,7665687.415938063,5253219.3256913815,8253233.914565266,7093374.339638302,6269050.699634846,10158897.120101087,6538446.2214911785,21164127.28323492,10133000.937573053,5636089.85751236,7943429.245853675,6324243.812383277,6159364.181442997,3534773.3069316675,3625069.677386208,12039406.22519816,7482354.2652923325
D6d0S1-F0d06-Vc15-MJ002-K01,1,0.06,15.0,J002,1,39.9531068546443,11.6787729723361,23.738271676034106,4.5012094228517805,3.67966351849786,8183864.07313962,3772263.06152956,5684314.9804568635,5142143.96168151,5174873.265261344,6295521.539896248,6590353.092956313,18041346.06892156,9311385.293206593,8272164.1702111075,7162901.744869564,4967045.545925749,4478707.177337281,6270436.071527851,3228365.5634564864,10288181.528680537,8076748.212493327
D6d0S1-F0d06-Vc15-MJ003-K02,1,0.06,15.0,J003,2,40.7247461815275,12.4504122992193,23.22902166204,4.34693020134719,3.74030679411937,15658417.984478233,7361512.40408837,9267060.13001,9614046.443592178,7434406.910534234,8016096.231156548,12471332.818354635,43786840.384287424,8717721.760359976,9450985.686015166,6840723.946512043,5370853.517280565,4968337.065270288,5105004.288482652,8221163.880727649,11384615.899464153,7573118.415996275
D6d0S1-F0d06-Vc15-MJ004-K02,1,0.06,15.0,J004,2,44.1385780321432,15.8642441498351,24.87332543060851,4.91079626878108,3.92807770547296,8803597.382721454,5217140.318405997,5382663.12141547,4842159.582602888,5921334.2267922675,6465328.201877029,5183072.661771203,21640460.31097795,9322855.158257168,4281845.573900756,6051952.301247917,6845728.822416943,4032933.7684494536,7245664.259435963,4180307.320550928,11233545.676231546,6152394.966265509
D6d0S1-F0d06-Vc15-MJ005-K03,1,0.06,15.0,J005,3,42.002226844921,13.7278929626128,26.733501026001395,4.70989770637651,3.79935212733842,14414038.251564845,8224659.642278003,5169397.409871774,4655829.072530072,3983922.8638906833,8707316.651240408,9488730.534606928,37713822.03993151,10793098.151795425,8466800.996031614,3746727.649636597,4104029.0408640862,3605948.900133757,6093790.823911772,4788469.508910181,13199341.840001427,13135944.810556762
D6d0S1-F0d06-Vc15-MJ006-K03,1,0.06,15.0,J006,3,39.7895105566517,11.5151766743436,26.2063637738065,4.53259869841663,3.71293023879029,9749126.575995034,7028643.181450951,4623031.30044471,4355085.030405948,5148951.123568391,7000225.479722302,8754504.46366469,19960213.767884333,7351109.697926402,7238719.184689264,5490445.392467527,4740999.802357825,4133919.973094762,7325167.520310859,7639943.626166115,7589602.212944495,12790752.629033253
D6d0S1-F0d06-Vc15-MJ007-K04,1,0.06,15.0,J007,4,40.969299760683796,12.6949658783757,26.8049425131843,5.115894678988241,3.8080849137428703,7409951.101193806,7899740.770913882,5766320.722613915,5886381.807809241,7381190.0184388915,6886465.397229592,10233760.269699764,16673094.07953639,8132639.105903404,4657518.523234108,5673811.15639005,4400994.048141013,4562534.402367832,4948202.024198932,6476594.26010423,10969670.30088894,8967183.059998129
D6d0S1-F0d06-Vc15-MJ008-K04,1,0.06,15.0,J008,4,42.389068154358505,14.114734272050299,26.452503338044,4.79390617954413,3.8132740164299603,9617219.090711314,4881079.817146381,4136853.4631556617,9558207.179115376,8191222.292540659,8215554.054658371,12210643.58247954,29297998.396373954,8470726.246796973,14944870.902048955,5785416.961984793,5580028.982180669,6353397.929905852,4538249.671620402,7220631.347377295,7560994.796187023,8852597.478271617
D6d0S1-F0d06-Vc15-MJ009-K05,1,0.06,15.0,J009,5,44.4478209671,16.1734870847918,27.6665031726832,4.63419066345844,3.9102337301523,6073718.791800636,6991621.138626021,5777697.116500929,5246424.924945525,8026074.314161474,5993445.223921928,6562068.081458791,13570688.424328025,7751427.148685755,6115063.270894465,4175287.6393706817,5137722.1260347385,5681801.459033213,7166322.236898107,10780156.530542027,7141619.945599153,24311665.400449645
D6d0S1-F0d06-Vc15-MJ010-K05,1,0.06,15.0,J010,5,45.064636051504706,16.790302169196597,27.3012110517194,4.91139155913908,3.94661591739033,11723471.483824952,8690198.738361571,4277694.828403565,6127245.358976938,6117181.653931458,5326459.524989129,5938680.414860385,34106095.07841667,7580630.483313062,7313201.069152272,6858100.320116392,6455848.786790063,7512257.5994087225,6993930.89240727,10220781.412592243,8995438.268951612,14608286.905086774
D6d0S1-F0d06-Vc30-MJ001-K01,1,0.06,30.0,J001,1,42.1050718391714,13.830737956863198,39.814092598832296,4.59495516357162,3.7839208760765,14947595.814899655,7202212.68776354,8561545.097315792,7055690.077095333,4990420.430498506,6536467.692284889,6632512.255039559,13481748.973295916,5729488.7802587,8717521.28899411,7368189.617666473,5855507.591822031,4971312.138547907,17996185.747573067,19620284.71382633,17939437.267199166,31508292.31229361
D6d0S1-F0d06-Vc30-MJ002-K01,1,0.06,30.0,J002,1,44.0050775208232,15.730743638515,30.085334319734002,5.40571039098325,4.05659158177522,15726783.661066955,8730777.189158015,10423221.222229343,5894771.879627346,7485567.284883402,7870535.995784298,7254886.723539025,19145516.12526597,10116206.35660713,7865699.823923835,11629639.118720315,11789243.072521485,10309861.544923656,17792222.222473092,29672991.98486408,26962213.4551219,62039419.03480554
D6d0S1-F0d06-Vc30-MJ003-K02,1,0.06,30.0,J003,2,40.9536778216593,12.679343939351199,25.41805049713311,4.43634033085588,3.81978927750557,14904593.072953278,8290721.466751583,8068516.74071027,4132543.018862593,7577247.272005637,9578673.512987187,7845391.503755925,17306552.24115515,5215846.4763266435,6151821.315367889,6190477.496009638,5085161.264645048,13468805.220679615,13814921.361689275,14977359.427240916,19934291.65642079,8601688.797445929
D6d0S1-F0d06-Vc30-MJ004-K02,1,0.06,30.0,J004,2,43.4006338942512,15.1263000119431,30.984063059261604,5.11690032898896,3.84612759645692,12259075.8822735,10805414.48833136,6905998.055658382,3836623.832869569,6466395.023910267,7159249.735901472,7760292.632702182,13559918.22204546,6379986.718887475,5600141.299127685,8081186.306544468,6015480.088557208,4901723.283789157,8522878.953295376,7437146.524149705,16799388.28510633,16872012.420871086
D6d0S1-F0d06-Vc30-MJ005-K03,1,0.06,30.0,J005,3,42.8030429078295,14.547756036928599,27.322160142592306,4.87848211297954,3.92902548838327,21968455.2278792,9885871.815336952,9836083.623390796,8408208.581174485,5089457.374588984,4690281.389015417,8783092.527277231,12965303.22573876,4737499.266021399,6691657.824091061,5749604.583111544,4743207.7553716535,8483748.725991055,8212462.399653442,10230943.247040518,15667544.402581034,17236357.819178157
D6d0S1-F0d06-Vc30-MJ006-K03,1,0.06,30.0,J006,3,41.25342605260021,12.979092170292098,26.565791903703605,4.6660109590993475,3.81337336246503,13416390.971690975,7592730.213544951,8854031.031299435,7518677.4990727715,7971672.045955681,8452179.14641079,8413171.046949862,10471406.178763283,10147486.334402274,9095384.603296133,9728448.590563506,8794636.925033333,14003511.078404745,16928792.854800373,18626522.52795032,31234051.30538969,40842138.776010185
D6d0S1-F0d06-Vc30-MJ007-K04,1,0.06,30.0,J007,4,45.705315293013896,17.4309814107058,28.8544403857258,5.17280929197268,4.08830910617132,11899748.168914314,7288700.777301017,7389085.3888387475,6018446.200257156,7514695.391317568,7305379.004226343,7458153.645331234,16763711.591673795,9315785.371806236,7824976.232614527,7038204.96872546,5682702.270087153,6837594.646778781,10552955.65108068,9380374.467855863,21234020.72559906,15127670.07654833
D6d0S1-F0d06-Vc30-MJ008-K04,1,0.06,30.0,J008,4,40.1214556555595,11.847121773251299,25.941155736223998,4.45389899174207,3.728768676859141,14483004.04833638,6132447.356059353,9451024.7128985,7601854.194937793,7339059.64162371,8080863.228758424,4244841.861454165,10778122.659184333,13938504.69521997,7304099.980494165,9501925.05656824,8892093.630014833,12229816.278181454,15005857.555872565,16348205.69682406,14802812.66544161,17759773.907036044
D6d0S1-F0d06-Vc30-MJ009-K05,1,0.06,30.0,J009,5,43.457499448406296,15.183165566098099,25.6442527018158,4.747420546614519,3.8865158136772595,16935448.406748887,9459995.159068162,10263136.40341426,10160250.571709273,8019056.278222246,8549600.89044388,10023095.29535045,20336545.58652269,8668012.963281302,7212622.118142316,11794199.831493465,6757166.52138735,16172714.908916455,36353149.81817744,21312349.769273844,24750705.039664645,45779593.90774329
D6d0S1-F0d06-Vc30-MJ010-K05,1,0.06,30.0,J010,5,46.2683882511722,17.994054368864,27.253604966830697,5.22559742187522,4.04876688727687,18353177.97918527,5666939.360871104,6324822.416446306,8403514.559695918,8747321.37271787,8094129.177057634,11776878.596700778,20204750.719805807,16943110.942999367,10426592.677383168,7994646.482223473,6723051.154818493,9084117.1383489,18092657.960762303,14189256.876776813,32543065.48681165,36517395.6715976
D6d0S1-F0d06-Vc45-MJ001-K01,1,0.06,45.0,J001,1,44.6285207139735,16.354186831665302,41.7790307899311,5.34254623946894,3.8872234551221503,13191592.548761494,11029322.483845342,12855118.892825585,17129284.28118913,12132639.617685895,9403710.253548052,6032561.234154019,13509556.936386175,10280149.30179994,11782354.334788062,12430557.614422567,22011522.546668705,21796944.02181682,27763245.20903909,27030145.578764904,79148380.10690291,105400523.77990994
D6d0S1-F0d06-Vc45-MJ002-K01,1,0.06,45.0,J002,1,42.202024205656,13.927690323348,36.7248058481616,4.95573919410198,3.79346041928342,12480184.734087745,7482446.037768068,7004741.729149043,8424742.195541298,6945493.669712158,7786515.8546160925,9903391.654383378,8096346.624273888,11504385.27594302,9589460.627745867,7711005.634733694,5799386.9040077925,12065406.74537528,23571599.64754457,20955027.191714406,19781247.86591302,43452300.06523727
D6d0S1-F0d06-Vc45-MJ003-K02,1,0.06,45.0,J003,2,42.3292726186479,14.0549387363398,25.125178798087106,4.58679823936146,3.8605457653049395,25458984.358601585,11250212.654335562,16737529.911640687,11183161.09784969,5911030.936135277,10769398.864302456,7563327.833141974,10794799.864279823,11923915.751812575,9168565.618255217,15561077.9771643,9543009.55442274,19904697.45008843,35821648.55557229,31529624.744552705,29949391.73365429,29596949.891695663
