name,S,posmak,brzina_rezanja,uzorak,komad,fill,split,opseg,maxd,avgd,50-60,60-70,70-80,80-90,90-100,100-110,110-120,120-130,130-140,140-150,150-160,160-170,170-180,180-190,190-200,200-210,210-220,220-230,230-240,240-250,250-260,260-270,270-280,280-290,290-300,300-310,310-320,320-330,330-340,340-350,350-360,360-370,370-380,380-390,390-400
D6d0S1-F0d03-Vc30-MJ001-K01,1,0.03,30.0,J001,1,42.6726746799839,14.3983407976758,24.5629221868324,4.468104241955629,3.9112406058108102,1754349.099043727,3171809.6442525727,1679037.5450639946,1230936.3338755963,981346.6004568093,1414698.5615205031,1526258.855053481,1081881.68012638,2171076.39195817,591557.0935074486,1896693.23061174,2659076.7031280184,1983142.0023704728,1078223.282701219,6471298.352917437,3218405.3021658636,1388522.571861999,1252663.7837044557,2371286.589753556,1639968.156251506,1837716.5906180446,1470537.2593108898,604551.3715171166,1999675.6967950684,2626992.5042832308,2382662.119743679,3653949.1797940205,4558737.659329397,2821102.6989951287,3051075.8521140767,4286137.038547624,4562766.709981908,2970280.8950718413,4116991.864657045,9574969.64308452
D6d0S1-F0d03-Vc30-MJ002-K01,1,0.03,30.0,J002,1,42.6447446135751,14.370410731266901,26.0460457427005,4.8606312566096195,3.8142388553326603,3078048.864402262,3623927.814954415,1270133.0420087916,2473515.8617464583,1960610.8698797363,1858939.6238439009,1767089.8561169258,2192146.329907587,1630611.9839574003,2169160.855563949,2705406.8756023655,1804286.2784547287,1294703.5757169588,1371496.914668254,3238089.274608366,4670960.9736513775,1126627.7995127323,3113542.925016188,2425683.243355129,1826825.714268289,1070126.00504616,1400864.2792101614,2134098.285247278,2304804.7166533004,3569836.7741580014,3009604.352078512,3701177.631930472,5021359.578846822,1794668.004528514,3693653.4355215738,4848528.20472588,11333377.722103676,9655355.161300937,6302042.175280396,11751211.677326664
D6d0S1-F0d03-Vc30-MJ003-K02,1,0.03,30.0,J003,2,42.5188666578585,14.2445327755503,25.1635847866556,4.72763301850611,3.93653245450706,4762795.787999426,2202900.951937138,1778426.1644115332,1359676.596406435,2729286.5183222657,982439.7227440892,2534842.600446416,1220592.0742863882,1874292.478308484,1660726.3614580017,2686798.8632388874,1652155.309460815,1603215.3670861411,2008023.9698620916,3605201.281526657,3225540.5296227844,2473320.390233216,1163594.0933652285,1713249.7658053462,1056167.2898379194,1402913.5241406064,1925863.58598576,1650021.3409085697,1221580.0152633255,1992567.9399047918,2083525.3189993089,1263224.2698556616,2349276.7711355253,4471290.062688513,1428097.5495946018,2870529.575590561,7950213.506984307,4382008.999875036,3618226.3762713587,8139697.910776133
D6d0S1-F0d03-Vc30-MJ004-K02,1,0.03,30.0,J004,2,45.47155232969961,17.1972184473914,34.054660287988604,5.22233487564496,3.97420710772495,2671764.489995012,2568089.251813113,3511107.833246453,1849691.3545964572,4389515.612208316,2533178.6625792608,2339170.130797656,2730506.664379309,1825557.6137672474,2586058.656531563,960935.1069055472,1984888.432948381,2660685.33360401,2934364.5655832137,4336416.732975981,2369782.6772080064,2768762.34133535,2145000.54265826,3232463.774520248,1675837.0873812598,1355150.961812358,2361587.078240245,1700852.975906724,1532932.51621496,2097277.7390666367,2165220.18391613,2861066.572063572,3841352.289003344,2789371.194147888,3060985.577068138,4789106.494737455,3062336.6476435238,4583781.0813132515,3054803.4821811044,11134869.345831066
D6d0S1-F0d03-Vc30-MJ005-K03,1,0.03,30.0,J005,3,40.93006557816079,12.6557316958526,27.246460583296198,4.74536185611085,3.8996471311245298,4679734.127931125,6349573.966648202,2162203.3877872764,2093071.7874110441,3013586.7823856394,2134668.920869841,2613878.0179044,2440373.590445637,1515304.0523590082,2116013.7040116703,2210474.066762193,2626387.9747428214,3166355.351246647,3203342.558786384,4255968.272902143,2988762.463562524,1739902.154772584,4400533.47474274,2074918.0707464498,2009370.017163782,1620141.8158083132,1860471.4448135959,1683912.388002164,2813493.6256732936,1179166.957012265,2397890.577204897,3979870.9276044997,4372343.301392532,5393273.661666884,4589832.4682936035,4805502.797593443,5682385.660123022,5099184.128384559,6047419.755114002,13139839.96747146
D6d0S1-F0d03-Vc30-MJ006-K03,1,0.03,30.0,J006,3,40.471959021811294,12.1976251395031,33.729316722282704,4.89987777675259,3.8791090675837694,4133191.1376842256,3872596.5316657163,2088254.4907353462,1784260.268165799,2276542.33945797,1622293.2249599742,2568636.779312746,2224265.2295025317,2933531.994213357,1500798.62496434,1872768.676911036,2047333.2432233682,2899380.7597578927,1785993.7578956203,5571520.024079195,4886585.579263705,3135736.208636188,1494292.1744742624,2778005.154786524,1946353.8830159626,3266396.5718330774,2811051.490754337,1958307.9912859187,1662086.7900142472,3260409.6182482517,4132536.0726041137,4034242.763548502,8782240.128478346,4750859.409285883,3176437.515202348,6456669.93338576,15941934.80471708,12064989.223033113,6767765.9426625,14504304.592613954
D6d0S1-F0d03-Vc30-MJ007-K04,1,0.03,30.0,J007,4,43.221153572468396,14.946819690160199,27.3566548701692,4.83295911803986,3.92606283714688,2778486.684749859,2651069.882046644,1552156.6315530215,1146285.689387237,2781707.221544321,2599254.3744067275,1476368.3406491582,1425524.9282044128,1925377.8197205702,1681463.5997150838,1037848.2078922726,3205922.4726624163,2109016.179345298,879578.371917601,2526278.9374510967,3987009.2222801433,1495029.5441824018,2413810.63521009,2075413.2308176758,952927.8036059454,1777720.7763498125,2045882.432719247,1921621.538373844,971511.665143178,1995707.2084263987,3606209.645770567,2539226.530369453,2766120.2459199387,3462742.23335517,2044443.4861308024,4173478.528558982,8077027.024690065,4036986.456855877,4075620.8817622713,19318800.866263174
D6d0S1-F0d03-Vc30-MJ008-K04,1,0.03,30.0,J008,4,41.0140034658587,12.739669583550501,25.385757245084896,4.4554970843967805,3.7715576989105295,1822160.2229566718,3539333.849607098,2604426.979915373,2213525.5160153485,2585760.5893089254,1731777.0608342425,2120890.778359756,2097378.428833336,2863354.788218948,2296846.851597695,2397544.138303001,2275151.7488989667,2705093.479661135,2605973.510848517,2816134.7722876905,3039417.1467210418,2209454.4634620063,2625794.856388121,1850398.327739552,1110270.0581616608,1494563.9654829553,1938566.5732256246,1810963.2720656958,1893994.5646981404,3139894.954026097,2329543.441046382,1771869.2771748374,2500797.338596653,2475830.747325759,1584254.9815258863,4757716.421186413,7730675.509683061,5657964.718497254,5188753.651264061,13843092.056209093
D6d0S1-F0d03-Vc30-MJ009-K05,1,0.03,30.0,J009,5,40.834440842880795,12.5601069605726,26.46450318526761,4.4077213343511525,3.739319965652721,2842197.0732286167,4588993.719733918,3172460.899218362,2262802.590692639,3136147.446951738,1867796.2305687256,3418062.34168116,2167789.11190923,2557987.1679116557,2416009.687878306,1318221.8001591505,1869078.525669601,1485270.033744331,2506380.0161349936,1994332.5206069096,2574077.4325802387,1158075.7408993214,3714334.031045258,2151599.2916962183,1916564.5214621427,1895786.8737810631,3232592.7682076227,1713777.9564988331,1184248.9744325723,2669617.405443315,4367683.74576798,2330427.1964997672,6891990.569904685,8063160.039155113,3525666.2878519683,4804647.254196111,8646254.74904503,6218975.680917325,9547444.727298936,10813089.022258064
D6d0S1-F0d03-Vc30-MJ010-K05,1,0.03,30.0,J010,5,41.0172345951987,12.742900712890599,25.354097759478197,4.4183766928899,3.78047095991064,1282329.3665880824,3779063.217540305,1323674.0530243695,1290885.6198946892,1795856.2994551044,1675646.1111844275,1352502.752555193,1659443.4785773596,1830049.675365832,1201343.645991457,1396926.2993267542,2679919.6310670814,1851115.51107495,1613131.221650324,4831504.241979697,4658523.179807051,896623.3738151176,3224390.347273676,2597828.9610402845,981556.3265141341,2271779.4456955413,2086550.3013730128,1812677.6982735803,2846169.7548983414,3588261.79154049,2509708.3345919573,4516678.517785129,3520498.3571477663,4330145.9762655785,7424143.240629952,6400754.643058184,8533804.650951404,11849465.768212993,14816780.296819882,17875028.162088007
D6d0S1-F0d03-Vc45-MJ001-K01,1,0.03,45.0,J001,1,42.6475766237093,14.3732427414011,24.4666662185016,4.53085753694069,3.8273100265205096,2710031.886086448,3562545.321880115,1882715.5520022472,3148971.2731802724,5140245.688734893,910697.0036982951,1470141.065415191,1557731.6043546516,1221640.2901086262,1671600.288784411,2079797.114106197,1378290.589268882,1144534.3244841916,1249691.1693170748,1944062.083908254,2923970.9426605036,959076.066758962,2494160.5807320364,1917254.0084689416,2144559.0628160983,2780271.372470293,1698270.0030775752,2206582.44082084,2479539.481744828,1372470.3926297023,4770897.9017489385,1778016.830875019,4577499.0715859365,5343068.427939395,4189761.0632498576,3800411.1741832793,5741079.9742668625,6784423.069388728,5186813.648622387,10681281.950803202
D6d0S1-F0d03-Vc45-MJ002-K01,1,0.03,45.0,J002,1,46.298880340639705,18.02454645833161,25.856006408997306,4.78345035281771,4.08929883253317,3020467.697145062,4917768.213552725,2161819.53198142,1305016.3701773977,2892853.335942348,1604360.013636367,1602313.8755596885,1239794.0956210534,1375405.552325897,1388332.269450287,1603031.512506014,2239675.4500293946,1518040.170985179,1100708.2755472085,3097292.067895354,3136909.6399455364,2469225.318363828,2009463.7372361603,1574607.2185385153,1985178.9778372475,1954128.3694397209,1388059.8315766938,1629350.9512290596,2337372.4588655825,2439283.6824589195,6684713.692454099,4691632.979571527,7737753.821597032,5178264.297570968,3497631.9038922964,6457038.480584833,12382725.731424402,7807654.852724967,8331593.573787566,17629216.8371152
D6d0S1-F0d03-Vc45-MJ003-K02,1,0.03,45.0,J003,2,45.2094010461977,16.9350671638896,25.8354230186762,4.68958878531853,4.06105327761124,3286383.837017782,4184389.634337029,2430855.0914238584,2798161.750385356,5956836.8187091,2137088.828062315,3298352.7465678486,2545439.887734631,1762512.728464883,1776142.8818793725,4866745.795260954,1565035.56831455,2378198.069778522,2476266.985945932,1882954.6194060247,2487810.904382486,2297599.197995637,4749224.143681088,2313734.7116523804,1870726.9954204531,3377500.925594682,959033.8962509676,1594659.8079364838,1156327.9609323426,2928347.0560740987,4065193.32173138,2307883.933784292,5650470.374268129,4994842.183454311,4651255.191858078,9779061.496427352,8107358.04898699,10724325.819275012,9709748.74013948,13028826.661879327
D6d0S1-F0d03-Vc45-MJ004-K02,1,0.03,45.0,J004,2,40.726827138318,12.4524932560099,25.759899746164198,5.044124137276951,3.86531885294881,2834443.4216530337,2991037.1935032364,1985305.8415660544,1536642.449779007,3367806.529162758,2792279.9917390854,3540037.1636817637,2486375.3431192557,2050015.066883417,2076476.0095964682,2842240.3821860207,2781933.9779099454,2912934.5259270086,1544523.30973245,2273618.3246749486,2294021.383196074,3909129.0650837817,2993954.7033014875,2236099.385768844,1956334.3393717816,3363383.9643573808,2743694.0674485858,3476515.873634173,2040558.226690741,3605838.1388946366,5902237.9789266735,2684344.4658129923,6865276.815190401,2529875.326713739,3946934.486518701,14565821.70060466,11276301.284926653,14852797.666290876,5449318.236598145,37288761.14563543
D6d0S1-F0d03-Vc45-MJ005-K03,1,0.03,45.0,J005,3,41.5754535575766,13.3011196752684,23.236567558252002,4.64922922401726,3.8587877094201297,2363980.9227638496,2854605.129217916,2480763.9986791317,2888746.4281322137,2750236.8662115755,803410.8601476806,1606020.8085048231,3771351.820812626,1772448.922386879,2942250.3002994526,3339119.3473939905,985202.7913181395,858183.7885989309,1636333.7480022556,3480193.6254169163,1986183.9573599112,1735726.2552773082,2619205.8642162387,1409863.6472218242,2193752.0384804867,1941954.2081457581,1551489.406660906,1226891.419630797,1660201.3466831427,2388900.6098380527,6661335.164215063,4846102.081328872,7888907.622292804,4785969.155072318,4747140.7920607235,6591726.823454252,8716628.499351129,16025042.631139295,8178508.031415365,21235832.66591383
D6d0S1-F0d03-Vc45-MJ006-K03,1,0.03,45.0,J006,3,41.124855171641606,12.850521289333502,28.8551335109334,4.91514448773795,3.89758161867807,2410028.542940033,3356726.305811711,2913636.7342914776,3113772.9018195113,3646836.476400605,1438307.291977177,2830207.1480139187,1237159.0205126908,1252523.5163558382,1493716.2227194472,1017076.2767089723,1206840.9909080155,2831911.7892029164,3500777.6625252888,3172424.5044553475,1210678.4648200949,2063006.8946011541,3460919.560933358,3615177.231932708,3057460.9159849887,4256320.343205199,2829934.6549668713,4119345.401442838,2073717.298327228,4221650.010701919,6881130.353400374,3985988.7030872563,20944087.269113984,12823672.087376153,19579827.676344626,11914984.518666316,22786383.54439398,14578913.822923698,23089562.90216439,34232457.57086531
D6d0S1-F0d03-Vc45-MJ007-K04,1,0.03,45.0,J007,4,44.551887489075,16.2775536067668,26.299550691014105,4.718710174023951,3.8964094941416203,2149456.387247481,3640523.663194034,3985076.104210864,3126376.5782206776,3136211.423002197,2447367.1882973574,3195510.584734018,2882021.653609625,2544418.982216621,3330620.284640605,3522912.253707176,2375888.849929514,2231494.3560690014,2385284.4456784683,2307131.7098166263,3005853.147428235,2539246.3328368966,1733698.4888286274,4317730.997252213,4020172.4410596574,3481793.7447818695,2768268.75886978,4140108.453573103,4440023.925100195,4205074.37027004,7672197.496296736,4576199.190786276,11305373.72200618,9041309.451823093,6505663.692146886,13414233.037098775,19093362.045498773,20307772.3755128,15605743.884854468,31651347.13494389
D6d0S1-F0d03-Vc45-MJ008-K04,1,0.03,45.0,J008,4,46.14836719468021,17.874033312372,26.0286511517898,4.910684171798232,3.96694675841956,3507914.7562783286,2010634.121382551,1874891.9092525789,2516615.0394474245,5961084.321889881,1538937.2144619343,802723.1165528069,2380562.185325439,2727540.902320602,2115468.400540469,2180943.9440951315,2784257.149293253,1704765.9502993915,2981825.484204985,3716588.649572842,4031552.4069042318,1949571.5139423327,2761845.1641757064,2029997.1126792072,4631000.13980173,1984938.3627456927,3456782.374290533,2656569.0443909043,3191728.4968388295,4332634.190746708,4347995.455875612,6105666.06547969,18355766.75479653,5551817.325315175,8563865.284041597,9758276.285556166,11247204.64349971,17296572.864667173,6868347.478956701,14928327.533481065
D6d0S1-F0d03-Vc45-MJ009-K05,1,0.03,45.0,J009,5,44.997688551365,16.7233546690569,26.8048611083007,4.941099678020518,3.97640233155236,1999396.4841854882,3843537.868102161,1932274.1428013262,1965860.7703487147,4859321.953509936,2731216.6882239915,1804375.3160270718,1479170.8032376687,2000846.220853504,1187568.371840545,1752327.6946418912,814828.8971276475,1815148.920260917,2217267.5484719267,1881825.3163085054,2572380.0421857303,1730479.5843013024,2764348.0218815487,1357589.0991465668,2946588.168153195,3603413.7301200796,1504300.0047738438,3576241.029859486,3091002.0655574463,5625388.260070901,5241328.367761605,5468126.382036049,7136350.637411337,6022936.595926478,7281429.019155525,32662572.55564311,17821799.588452715,26482303.05565781,19344768.910827026,24571768.187585555
D6d0S1-F0d03-Vc45-MJ010-K05,1,0.03,45.0,J010,5,45.291551723980206,17.0172178416721,26.2898767891187,4.7407994573167,3.9810504318171502,4636093.4498369135,6340419.3393417075,3477090.3223079783,2052321.3617682585,3797497.88998112,2479857.3728327067,3263000.147279858,2171630.4242252926,2900488.187434855,1944192.5226839625,2612760.236869871,2004049.876958116,2027023.0026269432,4336072.546326595,4365554.559682954,3809221.692385156,3259450.0270565627,2231001.1505695186,1785123.3508854357,3644807.5023201685,4541432.24673922,3152789.7736039693,4810941.419331592,5049688.712287643,4158551.0561996913,10227172.66393144,6704530.620465812,13441446.023155846,5358826.490272567,16314382.731137473,20801021.258757625,26585990.42747796,16349681.375695275,24573369.26148544,37587719.60936688
D6d0S1-F0d03-Vc60-MJ001-K01,1,0.03,60.0,J001,1,42.588187970412704,14.3138540881045,23.627520838903603,4.6556905578092005,3.92908144875826,4442825.989278887,3677694.2313789325,2492091.151797323,3744935.281084384,3588886.7910594074,1340429.5753284902,3634484.381275769,3786980.3789262106,2010450.8878322563,1321929.9064352426,1694049.6488228529,2321782.110694124,3559260.3177515008,1895192.9974270428,2074312.0661508609,2477519.998018213,5278444.336746785,4597760.027581363,2826859.328135731,1635495.675158479,5127146.692907811,5255898.576259893,2123576.5856102807,13522944.241890287,3382861.5418089344,15835947.475107005,6921860.644480878,20307623.945778374,8303229.5436401,18285116.42962928,16290204.177018698,35992440.92151674,41083401.24192536,31682926.43868887,18268355.673495125
D6d0S1-F0d03-Vc60-MJ002-K01,1,0.03,60.0,J002,1,43.1635881092278,14.889254226919599,24.495767363653396,4.45675475731078,3.9288402422816002,2461656.696065391,2268545.8478076286,1585106.1221069018,1445108.6425296182,1092496.465517931,1073694.862538613,2661121.541755854,1996178.9008287487,732166.2888183935,976426.27600392,1178998.290938237,1293918.2394419608,2540372.4202347742,1223535.366000059,2204509.637062336,1718864.8643810442,2058011.0263979558,874558.4482453206,1542591.4345902288,1869636.2170109903,1869066.315219904,12712891.64084332,1964920.3425037155,12409324.749372482,4216769.678421728,11692352.725564985,9526864.813570086,20012734.88350152,7569118.537154567,7867592.846360047,9241056.826075787,67378734.85836549,51732176.52520782,17750946.127319302,56092073.45822498
D6d0S1-F0d03-Vc60-MJ003-K02,1,0.03,60.0,J003,2,46.5481622924193,18.2738284101111,25.0037926704664,4.64870392318248,4.00502156036967,3649253.1262057177,5161303.520442016,2318934.7216980304,3085164.055135592,1850516.8956527445,1518154.8532388897,2380499.185337293,2902117.2084537162,3352478.923038383,1953562.8493438703,1995229.8114050026,2043616.1049153502,1791719.1747283197,2027869.3705070503,2818079.7301654965,2419972.484013483,2737406.463401949,2097465.4195690528,2825399.92617992,3200297.1532321176,1853666.053737265,22234783.651693985,4519920.890645818,25458898.29399812,5126713.656307821,62248405.29598257,7053129.832819634,31245271.09648301,18050050.081090003,11365855.724956347,46078762.37669013,23597757.75188525,26477141.21533048,34435423.93566446,55854085.88490699
D6d0S1-F0d03-Vc60-MJ004-K02,1,0.03,60.0,J004,2,41.4147077354144,13.1403738531063,23.7105222279601,4.34397404000292,3.79396819707232,3019572.3142855577,3362313.740069,2957503.302949076,2424244.2217205814,1610725.7254702775,1053365.6473499332,4101046.1476756143,3248612.5968560507,1466023.6233542587,2346131.559620413,2814818.8742568693,2941166.899219365,1548584.0366659118,1751871.2084305647,1854943.2420514969,3113077.326543813,2805290.212657364,2043496.628384768,1415165.0419647503,4819680.337595912,1382903.6917893735,6330419.5010985425,1942768.0915871502,8550124.34094364,2735556.2841213443,24135441.42654176,8947445.76098644,8383771.829782028,6509728.6723582,11889017.676384086,14153409.137133418,33272642.556960914,29507265.044052474,20864997.00178612,54949600.14998743
D6d0S1-F0d03-Vc60-MJ005-K03,1,0.03,60.0,J005,3,42.858121718320795,14.5837878360127,25.59466933537849,4.7486316973749405,3.85563949814101,3569015.6393489507,3258071.4838450993,1341128.1011698507,2446867.851892386,2009752.0868324938,1366357.3615171744,3972927.685826987,3264677.4796547582,1854324.5418162702,2298132.5816795463,1198296.0110444522,1244502.6456405318,1714579.2300354803,3874392.704152478,1952126.448913867,2708861.634829379,2466904.544512636,4240222.07753274,2869195.450555645,5224050.8254810665,2844695.732127306,8517097.385539634,2478714.7029769183,13954933.287158707,4658524.149068698,17112583.902521007,7442842.704107254,41760713.68178733,4920589.255723945,8831054.618963972,7669845.403919231,66256564.38062576,18754519.218623966,24821925.962340605,60952027.33447036
D6d0S1-F0d03-Vc60-MJ006-K03,1,0.03,60.0,J006,3,38.5074002719611,10.233066389652901,26.4835111479677,4.48913253957949,3.6665068705899397,2846223.0762606594,4060104.8342034807,4008212.5974759595,3622775.4553056117,2094967.1957464432,1490191.5007187892,1491497.8247299348,3302673.3405682705,1240739.1344841493,2040285.076284443,2447836.494370174,1824888.5121708384,1869050.5173354181,1705221.0511151808,2371531.5143297142,2322412.1662266897,3114026.7173624723,3143969.958581148,3160595.679672723,6364778.959257983,2872683.146200558,16467648.751127353,5511500.037332859,16218988.90286555,8235351.873527518,41863559.44836826,7158485.584262969,65481751.06361557,57677472.26506782,27909421.733001,26217481.44500986,56906584.69919512,35934105.88261264,40990120.12690068,111217926.11331984
